,gene_name,ID,event
16278,ZNF132,EE87811,HETD
16279,ZNF133,EE87811,GAIN
16280,ZNF134,EE87811,HETD
16281,ZNF135,EE87811,HETD
16282,ZNF136,EE87811,GAIN
16283,ZNF138,EE87811,GAIN
16284,ZNF14,EE87811,GAIN
16285,ZNF140,EE87811,GAIN
16286,ZNF141,EE87811,HETD
16287,ZNF142,EE87811,HETD
16288,ZNF143,EE87811,GAIN
16289,ZNF146,EE87811,GAIN
16290,ZNF148,EE87811,GAIN
16291,ZNF154,EE87811,HETD
16292,ZNF155,EE87811,GAIN
16293,ZNF157,EE87811,GAIN
16294,ZNF16,EE87811,GAIN
16295,ZNF160,EE87811,GAIN
16296,ZNF165,EE87811,GAIN
16297,ZNF169,EE87811,GAIN
16298,ZNF17,EE87811,HETD
16299,ZNF174,EE87811,GAIN
16300,ZNF175,EE87811,GAIN
16301,ZNF18,EE87811,GAIN
16302,ZNF180,EE87811,GAIN
16303,ZNF181,EE87811,GAIN
16304,ZNF182,EE87811,GAIN
16305,ZNF185,EE87811,GAIN
16306,ZNF19,EE87811,GAIN
16307,ZNF197,EE87811,GAIN
16308,ZNF2,EE87811,GAIN
16309,ZNF20,EE87811,GAIN
16310,ZNF202,EE87811,GAIN
16311,ZNF205,EE87811,GAIN
16312,ZNF207,EE87811,GAIN
16313,ZNF208,EE87811,GAIN
16314,ZNF211,EE87811,HETD
16315,ZNF212,EE87811,GAIN
16316,ZNF213,EE87811,GAIN
16317,ZNF215,EE87811,GAIN
16318,ZNF217,EE87811,GAIN
16319,ZNF22,EE87811,GAIN
16320,ZNF224,EE87811,GAIN
16321,ZNF23,EE87811,GAIN
16322,ZNF230,EE87811,GAIN
16323,ZNF232,EE87811,GAIN
16324,ZNF233,EE87811,GAIN
16325,ZNF234,EE87811,GAIN
16326,ZNF235,EE87811,GAIN
16327,ZNF239,EE87811,GAIN
16328,ZNF24,EE87811,GAIN
16329,ZNF248,EE87811,HETD
16330,ZNF25,EE87811,HETD
16331,ZNF250,EE87811,GAIN
16332,ZNF253,EE87811,GAIN
16333,ZNF254,EE87811,GAIN
16334,ZNF256,EE87811,HETD
16335,ZNF257,EE87811,GAIN
16336,ZNF26,EE87811,GAIN
16337,ZNF260,EE87811,GAIN
16338,ZNF263,EE87811,GAIN
16339,ZNF264,EE87811,HETD
16340,ZNF266,EE87811,GAIN
16341,ZNF267,EE87811,GAIN
16342,ZNF268,EE87811,GAIN
16343,ZNF273,EE87811,GAIN
16344,ZNF274,EE87811,HETD
16345,ZNF276,EE87811,HETD
16346,ZNF277,EE87811,GAIN
16347,ZNF28,EE87811,GAIN
16348,ZNF280A,EE87811,GAIN
16349,ZNF280B,EE87811,GAIN
16350,ZNF280C,EE87811,GAIN
16351,ZNF280D,EE87811,GAIN
16352,ZNF281,EE87811,HETD
16353,ZNF282,EE87811,GAIN
16354,ZNF284,EE87811,GAIN
16355,ZNF285,EE87811,GAIN
16356,ZNF286A,EE87811,GAIN
16357,ZNF287,EE87811,GAIN
16358,ZNF292,EE87811,GAIN
16359,ZNF296,EE87811,GAIN
16360,ZNF3,EE87811,GAIN
16361,ZNF30,EE87811,GAIN
16362,ZNF302,EE87811,GAIN
16363,ZNF316,EE87811,GAIN
16364,ZNF318,EE87811,GAIN
16365,ZNF319,EE87811,HETD
16366,ZNF32,EE87811,GAIN
16367,ZNF320,EE87811,GAIN
16368,ZNF322,EE87811,GAIN
16369,ZNF324,EE87811,HETD
16370,ZNF324B,EE87811,HETD
16371,ZNF326,EE87811,HETD
16372,ZNF329,EE87811,HETD
16373,ZNF330,EE87811,GAIN
16374,ZNF331,EE87811,GAIN
16375,ZNF333,EE87811,GAIN
16376,ZNF334,EE87811,GAIN
16377,ZNF335,EE87811,GAIN
16378,ZNF337,EE87811,GAIN
16379,ZNF33A,EE87811,GAIN
16380,ZNF33B,EE87811,GAIN
16381,ZNF34,EE87811,GAIN
16382,ZNF341,EE87811,GAIN
16383,ZNF343,EE87811,HETD
16384,ZNF345,EE87811,GAIN
16385,ZNF346,EE87811,HETD
16386,ZNF347,EE87811,GAIN
16387,ZNF35,EE87811,GAIN
16388,ZNF350,EE87811,GAIN
16389,ZNF354A,EE87811,HETD
16390,ZNF354B,EE87811,HETD
16391,ZNF354C,EE87811,HETD
16392,ZNF358,EE87811,GAIN
16393,ZNF362,EE87811,GAIN
16394,ZNF365,EE87811,HETD
16395,ZNF366,EE87811,GAIN
16396,ZNF367,EE87811,GAIN
16397,ZNF37A,EE87811,GAIN
16398,ZNF382,EE87811,GAIN
16399,ZNF383,EE87811,HETD
16400,ZNF384,EE87811,GAIN
16401,ZNF385A,EE87811,GAIN
16402,ZNF385B,EE87811,HETD
16403,ZNF385D,EE87811,GAIN
16404,ZNF391,EE87811,GAIN
16405,ZNF394,EE87811,GAIN
16406,ZNF395,EE87811,GAIN
16407,ZNF396,EE87811,GAIN
16408,ZNF397,EE87811,GAIN
16409,ZNF398,EE87811,GAIN
16410,ZNF407,EE87811,GAIN
16411,ZNF408,EE87811,GAIN
16412,ZNF41,EE87811,GAIN
16413,ZNF410,EE87811,GAIN
16414,ZNF414,EE87811,GAIN
16415,ZNF416,EE87811,HETD
16416,ZNF417,EE87811,HETD
16417,ZNF418,EE87811,HETD
16418,ZNF419,EE87811,HETD
16419,ZNF420,EE87811,HETD
16420,ZNF423,EE87811,HETD
16421,ZNF426,EE87811,GAIN
16422,ZNF428,EE87811,GAIN
16423,ZNF43,EE87811,GAIN
16424,ZNF430,EE87811,GAIN
16425,ZNF431,EE87811,GAIN
16426,ZNF432,EE87811,GAIN
16427,ZNF433,EE87811,GAIN
16428,ZNF436,EE87811,GAIN
16429,ZNF438,EE87811,GAIN
16430,ZNF439,EE87811,GAIN
16431,ZNF44,EE87811,GAIN
16432,ZNF440,EE87811,GAIN
16433,ZNF441,EE87811,GAIN
16434,ZNF442,EE87811,GAIN
16435,ZNF443,EE87811,GAIN
16436,ZNF444,EE87811,GAIN
16437,ZNF445,EE87811,GAIN
16438,ZNF446,EE87811,HETD
16439,ZNF449,EE87811,HETD
16440,ZNF45,EE87811,GAIN
16441,ZNF451,EE87811,HETD
16442,ZNF454,EE87811,HETD
16443,ZNF460,EE87811,HETD
16444,ZNF461,EE87811,GAIN
16445,ZNF462,EE87811,GAIN
16446,ZNF467,EE87811,GAIN
16447,ZNF469,EE87811,GAIN
16448,ZNF470,EE87811,GAIN
16449,ZNF471,EE87811,GAIN
16450,ZNF473,EE87811,GAIN
16451,ZNF474,EE87811,GAIN
16452,ZNF479,EE87811,HETD
16453,ZNF48,EE87811,GAIN
16454,ZNF480,EE87811,GAIN
16455,ZNF483,EE87811,GAIN
16456,ZNF484,EE87811,HETD
16457,ZNF486,EE87811,GAIN
16458,ZNF487,EE87811,GAIN
16459,ZNF488,EE87811,GAIN
16460,ZNF490,EE87811,GAIN
16461,ZNF491,EE87811,GAIN
16462,ZNF492,EE87811,GAIN
16463,ZNF493,EE87811,GAIN
16464,ZNF496,EE87811,HETD
16465,ZNF497,EE87811,HETD
16466,ZNF500,EE87811,GAIN
16467,ZNF501,EE87811,GAIN
16468,ZNF502,EE87811,GAIN
16469,ZNF503,EE87811,GAIN
16470,ZNF506,EE87811,GAIN
16471,ZNF507,EE87811,GAIN
16472,ZNF510,EE87811,GAIN
16473,ZNF511,EE87811,GAIN
16474,ZNF512,EE87811,GAIN
16475,ZNF512B,EE87811,HETD
16476,ZNF513,EE87811,GAIN
16477,ZNF514,EE87811,GAIN
16478,ZNF516,EE87811,GAIN
16479,ZNF518A,EE87811,GAIN
16480,ZNF518B,EE87811,GAIN
16481,ZNF519,EE87811,GAIN
16482,ZNF521,EE87811,GAIN
16483,ZNF524,EE87811,GAIN
16484,ZNF525,EE87811,GAIN
16485,ZNF526,EE87811,GAIN
16486,ZNF527,EE87811,HETD
16487,ZNF528,EE87811,GAIN
16488,ZNF529,EE87811,GAIN
16489,ZNF530,EE87811,HETD
16490,ZNF532,EE87811,HETD
16491,ZNF534,EE87811,GAIN
16492,ZNF536,EE87811,GAIN
16493,ZNF540,EE87811,HETD
16494,ZNF541,EE87811,GAIN
16495,ZNF543,EE87811,HETD
16496,ZNF544,EE87811,HETD
16497,ZNF546,EE87811,GAIN
16498,ZNF547,EE87811,HETD
16499,ZNF548,EE87811,HETD
16500,ZNF549,EE87811,HETD
16501,ZNF550,EE87811,HETD
16502,ZNF551,EE87811,HETD
16503,ZNF552,EE87811,HETD
16504,ZNF554,EE87811,HETD
16505,ZNF555,EE87811,HETD
16506,ZNF556,EE87811,HETD
16507,ZNF557,EE87811,GAIN
16508,ZNF558,EE87811,GAIN
16509,ZNF559,EE87811,GAIN
16510,ZNF560,EE87811,GAIN
16511,ZNF561,EE87811,GAIN
16512,ZNF562,EE87811,GAIN
16513,ZNF563,EE87811,GAIN
16514,ZNF564,EE87811,GAIN
16515,ZNF565,EE87811,GAIN
16516,ZNF566,EE87811,GAIN
16517,ZNF567,EE87811,GAIN
16518,ZNF568,EE87811,GAIN
16519,ZNF569,EE87811,HETD
16520,ZNF57,EE87811,HETD
16521,ZNF570,EE87811,HETD
16522,ZNF571,EE87811,HETD
16523,ZNF572,EE87811,GAIN
16524,ZNF573,EE87811,HETD
16525,ZNF574,EE87811,GAIN
16526,ZNF575,EE87811,GAIN
16527,ZNF576,EE87811,GAIN
16528,ZNF577,EE87811,GAIN
16529,ZNF578,EE87811,GAIN
16530,ZNF579,EE87811,GAIN
16531,ZNF581,EE87811,GAIN
16532,ZNF582,EE87811,GAIN
16533,ZNF583,EE87811,GAIN
16534,ZNF584,EE87811,HETD
16535,ZNF585A,EE87811,HETD
16536,ZNF585B,EE87811,HETD
16537,ZNF586,EE87811,HETD
16538,ZNF587,EE87811,HETD
16539,ZNF589,EE87811,GAIN
16540,ZNF592,EE87811,GAIN
16541,ZNF593,EE87811,GAIN
16542,ZNF594,EE87811,GAIN
16543,ZNF595,EE87811,HETD
16544,ZNF597,EE87811,GAIN
16545,ZNF598,EE87811,GAIN
16546,ZNF599,EE87811,GAIN
16547,ZNF600,EE87811,GAIN
16548,ZNF606,EE87811,HETD
16549,ZNF607,EE87811,HETD
16550,ZNF608,EE87811,GAIN
16551,ZNF609,EE87811,GAIN
16552,ZNF610,EE87811,GAIN
16553,ZNF611,EE87811,GAIN
16554,ZNF613,EE87811,GAIN
16555,ZNF614,EE87811,GAIN
16556,ZNF615,EE87811,GAIN
16557,ZNF616,EE87811,GAIN
16558,ZNF618,EE87811,GAIN
16559,ZNF619,EE87811,GAIN
16560,ZNF620,EE87811,GAIN
16561,ZNF621,EE87811,GAIN
16562,ZNF622,EE87811,GAIN
16563,ZNF623,EE87811,GAIN
16564,ZNF624,EE87811,GAIN
16565,ZNF627,EE87811,GAIN
16566,ZNF628,EE87811,GAIN
16567,ZNF629,EE87811,GAIN
16568,ZNF630,EE87811,GAIN
16569,ZNF638,EE87811,GAIN
16570,ZNF639,EE87811,HETD
16571,ZNF641,EE87811,GAIN
16572,ZNF644,EE87811,GAIN
16573,ZNF646,EE87811,GAIN
16574,ZNF648,EE87811,HETD
16575,ZNF649,EE87811,GAIN
16576,ZNF652,EE87811,HETD
16577,ZNF653,EE87811,GAIN
16578,ZNF654,EE87811,GAIN
16579,ZNF655,EE87811,GAIN
16580,ZNF658,EE87811,GAIN
16581,ZNF66,EE87811,GAIN
16582,ZNF660,EE87811,GAIN
16583,ZNF662,EE87811,GAIN
16584,ZNF664,EE87811,GAIN
16585,ZNF665,EE87811,GAIN
16586,ZNF667,EE87811,GAIN
16587,ZNF668,EE87811,GAIN
16588,ZNF669,EE87811,HETD
16589,ZNF670,EE87811,HETD
16590,ZNF671,EE87811,HETD
16591,ZNF672,EE87811,HETD
16592,ZNF674,EE87811,GAIN
16593,ZNF675,EE87811,GAIN
16594,ZNF677,EE87811,GAIN
16595,ZNF678,EE87811,HETD
16596,ZNF679,EE87811,GAIN
16597,ZNF680,EE87811,GAIN
16598,ZNF681,EE87811,GAIN
16599,ZNF682,EE87811,GAIN
16600,ZNF683,EE87811,GAIN
16601,ZNF684,EE87811,GAIN
16602,ZNF687,EE87811,GAIN
16603,ZNF689,EE87811,GAIN
16604,ZNF69,EE87811,GAIN
16605,ZNF691,EE87811,GAIN
16606,ZNF692,EE87811,HETD
16607,ZNF695,EE87811,HETD
16608,ZNF696,EE87811,GAIN
16609,ZNF697,EE87811,GAIN
16610,ZNF699,EE87811,GAIN
16611,ZNF7,EE87811,GAIN
16612,ZNF70,EE87811,GAIN
16613,ZNF700,EE87811,GAIN
16614,ZNF701,EE87811,GAIN
16615,ZNF703,EE87811,HETD
16616,ZNF704,EE87811,GAIN
16617,ZNF705A,EE87811,GAIN
16618,ZNF706,EE87811,GAIN
16619,ZNF708,EE87811,GAIN
16620,ZNF709,EE87811,GAIN
16621,ZNF71,EE87811,GAIN
16622,ZNF710,EE87811,GAIN
16623,ZNF711,EE87811,GAIN
16624,ZNF713,EE87811,GAIN
16625,ZNF716,EE87811,HETD
16626,ZNF717,EE87811,GAIN
16627,ZNF718,EE87811,HETD
16628,ZNF721,EE87811,HETD
16629,ZNF722,EE87811,HETD
16630,ZNF723,EE87811,GAIN
16631,ZNF724,EE87811,GAIN
16632,ZNF726,EE87811,GAIN
16633,ZNF727,EE87811,GAIN
16634,ZNF732,EE87811,HETD
16635,ZNF735,EE87811,GAIN
16636,ZNF737,EE87811,GAIN
16637,ZNF74,EE87811,GAIN
16638,ZNF740,EE87811,GAIN
16639,ZNF746,EE87811,GAIN
16640,ZNF747,EE87811,GAIN
16641,ZNF749,EE87811,HETD
16642,ZNF750,EE87811,GAIN
16643,ZNF75A,EE87811,GAIN
16644,ZNF75D,EE87811,HETD
16645,ZNF76,EE87811,GAIN
16646,ZNF761,EE87811,GAIN
16647,ZNF763,EE87811,GAIN
16648,ZNF764,EE87811,GAIN
16649,ZNF768,EE87811,GAIN
16650,ZNF77,EE87811,HETD
16651,ZNF770,EE87811,GAIN
16652,ZNF771,EE87811,GAIN
16653,ZNF772,EE87811,HETD
16654,ZNF773,EE87811,HETD
16655,ZNF774,EE87811,GAIN
16656,ZNF775,EE87811,GAIN
16657,ZNF776,EE87811,HETD
16658,ZNF777,EE87811,GAIN
16659,ZNF778,EE87811,HETD
16660,ZNF780A,EE87811,GAIN
16661,ZNF780B,EE87811,GAIN
16662,ZNF782,EE87811,GAIN
16663,ZNF783,EE87811,GAIN
16664,ZNF784,EE87811,GAIN
16665,ZNF785,EE87811,GAIN
16666,ZNF786,EE87811,GAIN
16667,ZNF79,EE87811,GAIN
16668,ZNF790,EE87811,GAIN
16669,ZNF791,EE87811,GAIN
16670,ZNF792,EE87811,GAIN
16671,ZNF799,EE87811,GAIN
16672,ZNF8,EE87811,HETD
16673,ZNF80,EE87811,GAIN
16674,ZNF804A,EE87811,HETD
16675,ZNF804B,EE87811,GAIN
16676,ZNF81,EE87811,GAIN
16677,ZNF813,EE87811,GAIN
16678,ZNF816,EE87811,GAIN
16679,ZNF816-ZNF321P,EE87811,GAIN
16680,ZNF823,EE87811,GAIN
16681,ZNF829,EE87811,GAIN
16682,ZNF83,EE87811,GAIN
16683,ZNF830,EE87811,GAIN
16684,ZNF831,EE87811,HETD
16685,ZNF835,EE87811,GAIN
16686,ZNF836,EE87811,GAIN
16687,ZNF839,EE87811,GAIN
16688,ZNF84,EE87811,GAIN
16689,ZNF841,EE87811,GAIN
16690,ZNF843,EE87811,GAIN
16691,ZNF844,EE87811,GAIN
16692,ZNF85,EE87811,GAIN
16693,ZNF850,EE87811,GAIN
16694,ZNF853,EE87811,GAIN
16695,ZNF875,EE87811,HETD
16696,ZNF879,EE87811,HETD
16697,ZNF90,EE87811,GAIN
16698,ZNF91,EE87811,GAIN
16699,ZNF92,EE87811,GAIN
16700,ZNF93,EE87811,GAIN
16701,ZNF98,EE87811,GAIN
16702,ZNF99,EE87811,GAIN
16703,ZNFX1,EE87811,HETD
16704,ZNHIT1,EE87811,GAIN
16705,ZNHIT2,EE87811,GAIN
16706,ZNHIT3,EE87811,GAIN
16707,ZNHIT6,EE87811,GAIN
16708,ZNRD2,EE87811,GAIN
16709,ZNRF1,EE87811,GAIN
16710,ZNRF2,EE87811,GAIN
16711,ZNRF3,EE87811,GAIN
16712,ZNRF4,EE87811,GAIN
16713,ZP1,EE87811,HETD
16714,ZP2,EE87811,GAIN
16715,ZP3,EE87811,GAIN
16716,ZP4,EE87811,HETD
16717,ZPBP,EE87811,HETD
16718,ZPBP2,EE87811,GAIN
16719,ZPR1,EE87811,GAIN
16720,ZRANB1,EE87811,GAIN
16721,ZRANB2,EE87811,GAIN
16722,ZRANB3,EE87811,HETD
16723,ZRSR2,EE87811,GAIN
16724,ZSCAN1,EE87811,HETD
16725,ZSCAN10,EE87811,GAIN
16726,ZSCAN12,EE87811,GAIN
16727,ZSCAN16,EE87811,GAIN
16728,ZSCAN18,EE87811,HETD
16729,ZSCAN2,EE87811,GAIN
16730,ZSCAN20,EE87811,GAIN
16731,ZSCAN21,EE87811,GAIN
16732,ZSCAN22,EE87811,HETD
16733,ZSCAN23,EE87811,GAIN
16734,ZSCAN25,EE87811,GAIN
16735,ZSCAN26,EE87811,GAIN
16736,ZSCAN29,EE87811,GAIN
16737,ZSCAN30,EE87811,GAIN
16738,ZSCAN31,EE87811,GAIN
16739,ZSCAN32,EE87811,GAIN
16740,ZSCAN4,EE87811,HETD
16741,ZSCAN5A,EE87811,GAIN
16742,ZSCAN5B,EE87811,GAIN
16743,ZSCAN5C,EE87811,GAIN
16744,ZSCAN9,EE87811,GAIN
16745,ZSWIM1,EE87811,GAIN
16746,ZSWIM2,EE87811,HETD
16747,ZSWIM3,EE87811,GAIN
16748,ZSWIM4,EE87811,GAIN
16749,ZSWIM5,EE87811,GAIN
16750,ZSWIM6,EE87811,HETD
16751,ZSWIM7,EE87811,GAIN
16752,ZSWIM8,EE87811,GAIN
16753,ZSWIM9,EE87811,GAIN
16754,ZUP1,EE87811,GAIN
16755,ZW10,EE87811,GAIN
16756,ZWILCH,EE87811,GAIN
16757,ZWINT,EE87811,GAIN
16758,ZXDA,EE87811,HETD
16759,ZXDB,EE87811,HETD
16760,ZXDC,EE87811,GAIN
16761,ZYG11A,EE87811,GAIN
16762,ZYG11B,EE87811,GAIN
16763,ZZEF1,EE87811,GAIN
16764,ZZZ3,EE87811,GAIN
16765,A1CF,EE87812,GAIN
16766,A2M,EE87812,GAIN
16767,A2ML1,EE87812,GAIN
16768,A3GALT2,EE87812,GAIN
16769,A4GALT,EE87812,GAIN
16770,A4GNT,EE87812,GAIN
16771,AACS,EE87812,GAIN
16772,AADAC,EE87812,GAIN
16773,AADACL2,EE87812,GAIN
16774,AADACL3,EE87812,GAIN
16775,AADACL4,EE87812,GAIN
16776,AADAT,EE87812,HETD
16777,AAGAB,EE87812,GAIN
16778,AAK1,EE87812,GAIN
16779,AAMDC,EE87812,GAIN
16780,AANAT,EE87812,GAIN
16781,AAR2,EE87812,GAIN
16782,AARD,EE87812,GAIN
16783,AARS1,EE87812,GAIN
16784,AARS2,EE87812,GAIN
16785,AARSD1,EE87812,GAIN
16786,AASDH,EE87812,GAIN
16787,AASDHPPT,EE87812,GAIN
16788,AASS,EE87812,GAIN
16789,AATF,EE87812,GAIN
16790,AATK,EE87812,GAIN
16791,ABAT,EE87812,GAIN
16792,ABCA1,EE87812,GAIN
16793,ABCA10,EE87812,GAIN
16794,ABCA12,EE87812,HETD
16795,ABCA13,EE87812,GAIN
16796,ABCA2,EE87812,GAIN
16797,ABCA3,EE87812,HETD
16798,ABCA4,EE87812,GAIN
16799,ABCA5,EE87812,GAIN
16800,ABCA6,EE87812,GAIN
16801,ABCA7,EE87812,GAIN
16802,ABCA8,EE87812,GAIN
16803,ABCA9,EE87812,GAIN
16804,ABCB1,EE87812,GAIN
16805,ABCB10,EE87812,HETD
16806,ABCB11,EE87812,HETD
16807,ABCB4,EE87812,GAIN
16808,ABCB5,EE87812,GAIN
16809,ABCB6,EE87812,HETD
16810,ABCB7,EE87812,GAIN
16811,ABCB8,EE87812,GAIN
16812,ABCB9,EE87812,GAIN
16813,ABCC1,EE87812,GAIN
16814,ABCC10,EE87812,GAIN
16815,ABCC11,EE87812,GAIN
16816,ABCC12,EE87812,GAIN
16817,ABCC2,EE87812,GAIN
16818,ABCC3,EE87812,GAIN
16819,ABCC4,EE87812,GAIN
16820,ABCC5,EE87812,HETD
16821,ABCC6,EE87812,GAIN
16822,ABCC8,EE87812,GAIN
16823,ABCC9,EE87812,GAIN
16824,ABCD1,EE87812,GAIN
16825,ABCD2,EE87812,GAIN
16826,ABCD3,EE87812,GAIN
16827,ABCD4,EE87812,GAIN
16828,ABCE1,EE87812,GAIN
16829,ABCF1,EE87812,GAIN
16830,ABCF2,EE87812,GAIN
16831,ABCF2-H2BK1,EE87812,GAIN
16832,ABCF3,EE87812,HETD
16833,ABCG1,EE87812,GAIN
16834,ABCG2,EE87812,GAIN
16835,ABCG4,EE87812,GAIN
16836,ABCG5,EE87812,GAIN
16837,ABCG8,EE87812,GAIN
16838,ABHD1,EE87812,GAIN
16839,ABHD10,EE87812,GAIN
16840,ABHD11,EE87812,GAIN
16841,ABHD12,EE87812,GAIN
16842,ABHD12B,EE87812,GAIN
16843,ABHD13,EE87812,GAIN
16844,ABHD14A,EE87812,GAIN
16845,ABHD14B,EE87812,GAIN
16846,ABHD16A,EE87812,GAIN
16847,ABHD16B,EE87812,HETD
16848,ABHD17A,EE87812,GAIN
16849,ABHD17B,EE87812,GAIN
16850,ABHD17C,EE87812,GAIN
16851,ABHD18,EE87812,GAIN
16852,ABHD2,EE87812,HETD
16853,ABHD3,EE87812,GAIN
16854,ABHD4,EE87812,GAIN
16855,ABHD5,EE87812,GAIN
16856,ABHD8,EE87812,GAIN
16857,ABI1,EE87812,GAIN
16858,ABI2,EE87812,HETD
16859,ABI3,EE87812,HETD
16860,ABI3BP,EE87812,GAIN
16861,ABITRAM,EE87812,GAIN
16862,ABL1,EE87812,GAIN
16863,ABL2,EE87812,HETD
16864,ABLIM1,EE87812,GAIN
16865,ABLIM2,EE87812,GAIN
16866,ABLIM3,EE87812,GAIN
16867,ABO,EE87812,GAIN
16868,ABR,EE87812,GAIN
16869,ABRA,EE87812,GAIN
16870,ABRACL,EE87812,GAIN
16871,ABRAXAS1,EE87812,GAIN
16872,ABRAXAS2,EE87812,GAIN
16873,ABT1,EE87812,GAIN
16874,ABTB1,EE87812,GAIN
16875,ABTB2,EE87812,GAIN
16876,ABTB3,EE87812,GAIN
16877,ACAA1,EE87812,GAIN
16878,ACAA2,EE87812,HETD
16879,ACACA,EE87812,HETD
16880,ACACB,EE87812,GAIN
16881,ACAD10,EE87812,GAIN
16882,ACAD11,EE87812,GAIN
16883,ACAD9,EE87812,GAIN
16884,ACADL,EE87812,HETD
16885,ACADM,EE87812,GAIN
16886,ACADS,EE87812,HETD
16887,ACADSB,EE87812,GAIN
16888,ACADVL,EE87812,GAIN
16889,ACAN,EE87812,GAIN
16890,ACAP1,EE87812,GAIN
16891,ACAP2,EE87812,HETD
16892,ACAP3,EE87812,GAIN
16893,ACAT1,EE87812,GAIN
16894,ACBD3,EE87812,HETD
16895,ACBD4,EE87812,GAIN
16896,ACBD5,EE87812,GAIN
16897,ACBD6,EE87812,HETD
16898,ACBD7,EE87812,GAIN
16899,ACCS,EE87812,GAIN
16900,ACD,EE87812,GAIN
16901,ACE,EE87812,HETD
16902,ACE2,EE87812,GAIN
16903,ACER1,EE87812,GAIN
16904,ACER2,EE87812,GAIN
16905,ACER3,EE87812,GAIN
16906,ACHE,EE87812,GAIN
16907,ACIN1,EE87812,GAIN
16908,ACKR1,EE87812,HETD
16909,ACKR2,EE87812,GAIN
16910,ACKR3,EE87812,HETD
16911,ACKR4,EE87812,GAIN
16912,ACLY,EE87812,GAIN
16913,ACO1,EE87812,GAIN
16914,ACO2,EE87812,GAIN
16915,ACOD1,EE87812,GAIN
16916,ACOT1,EE87812,GAIN
16917,ACOT11,EE87812,GAIN
16918,ACOT12,EE87812,GAIN
16919,ACOT13,EE87812,GAIN
16920,ACOT2,EE87812,GAIN
16921,ACOT4,EE87812,GAIN
16922,ACOT6,EE87812,GAIN
16923,ACOT7,EE87812,GAIN
16924,ACOT8,EE87812,GAIN
16925,ACOT9,EE87812,GAIN
16926,ACOX1,EE87812,GAIN
16927,ACOX2,EE87812,HETD
16928,ACOXL,EE87812,GAIN
16929,ACP1,EE87812,HETD
16930,ACP2,EE87812,GAIN
16931,ACP3,EE87812,GAIN
16932,ACP4,EE87812,GAIN
16933,ACP5,EE87812,GAIN
16934,ACP6,EE87812,GAIN
16935,ACP7,EE87812,GAIN
16936,ACRBP,EE87812,GAIN
16937,ACRV1,EE87812,GAIN
16938,ACSBG1,EE87812,GAIN
16939,ACSBG2,EE87812,GAIN
16940,ACSF2,EE87812,GAIN
16941,ACSL1,EE87812,HETD
16942,ACSL3,EE87812,HETD
16943,ACSL4,EE87812,GAIN
16944,ACSL5,EE87812,GAIN
16945,ACSL6,EE87812,GAIN
16946,ACSM1,EE87812,GAIN
16947,ACSM2A,EE87812,GAIN
16948,ACSM2B,EE87812,GAIN
16949,ACSM3,EE87812,GAIN
16950,ACSM5,EE87812,GAIN
16951,ACSM6,EE87812,GAIN
16952,ACSS1,EE87812,GAIN
16953,ACSS2,EE87812,GAIN
16954,ACSS3,EE87812,GAIN
16955,ACTA1,EE87812,HETD
16956,ACTA2,EE87812,GAIN
16957,ACTBL2,EE87812,HETD
16958,ACTC1,EE87812,GAIN
16959,ACTG1,EE87812,GAIN
16960,ACTG2,EE87812,GAIN
16961,ACTL10,EE87812,GAIN
16962,ACTL6A,EE87812,HETD
16963,ACTL6B,EE87812,GAIN
16964,ACTL7B,EE87812,GAIN
16965,ACTL8,EE87812,GAIN
16966,ACTL9,EE87812,GAIN
16967,ACTN4,EE87812,GAIN
16968,ACTR10,EE87812,HETD
16969,ACTR1A,EE87812,GAIN
16970,ACTR1B,EE87812,GAIN
16971,ACTR2,EE87812,GAIN
16972,ACTR3,EE87812,GAIN
16973,ACTR3B,EE87812,GAIN
16974,ACTR3C,EE87812,GAIN
16975,ACTR5,EE87812,GAIN
16976,ACTR6,EE87812,GAIN
16977,ACTR8,EE87812,GAIN
16978,ACTRT1,EE87812,GAIN
16979,ACTRT2,EE87812,GAIN
16980,ACTRT3,EE87812,HETD
16981,ACVR1,EE87812,HETD
16982,ACVR1B,EE87812,GAIN
16983,ACVR1C,EE87812,HETD
16984,ACVR2A,EE87812,GAIN
16985,ACVR2B,EE87812,GAIN
16986,ACVRL1,EE87812,GAIN
16987,ACY3,EE87812,GAIN
16988,ADA,EE87812,GAIN
16989,ADA2,EE87812,GAIN
16990,ADAD1,EE87812,GAIN
16991,ADAD2,EE87812,GAIN
16992,ADAM10,EE87812,HETD
16993,ADAM11,EE87812,GAIN
16994,ADAM12,EE87812,GAIN
16995,ADAM15,EE87812,GAIN
16996,ADAM17,EE87812,GAIN
16997,ADAM18,EE87812,GAIN
16998,ADAM19,EE87812,HETD
16999,ADAM2,EE87812,GAIN
17000,ADAM21,EE87812,GAIN
17001,ADAM22,EE87812,GAIN
17002,ADAM23,EE87812,HETD
17003,ADAM28,EE87812,GAIN
17004,ADAM29,EE87812,HETD
17005,ADAM30,EE87812,GAIN
17006,ADAM33,EE87812,GAIN
17007,ADAM7,EE87812,GAIN
17008,ADAM8,EE87812,GAIN
17009,ADAM9,EE87812,GAIN
17010,ADAMDEC1,EE87812,GAIN
17011,ADAMTS1,EE87812,GAIN
17012,ADAMTS10,EE87812,GAIN
17013,ADAMTS13,EE87812,GAIN
17014,ADAMTS16,EE87812,GAIN
17015,ADAMTS17,EE87812,GAIN
