,gene_name,ID,event
773,APLNR,EE87811,HETD
774,APLP1,EE87811,GAIN
775,APLP2,EE87811,GAIN
776,APMAP,EE87811,GAIN
777,APOA5,EE87811,GAIN
778,APOBEC1,EE87811,GAIN
779,APOBEC2,EE87811,GAIN
780,APOBEC3A,EE87811,GAIN
781,APOBEC3B,EE87811,GAIN
782,APOBEC3C,EE87811,GAIN
783,APOBEC3D,EE87811,GAIN
784,APOBEC3F,EE87811,GAIN
785,APOBEC3G,EE87811,GAIN
786,APOBEC3H,EE87811,GAIN
787,APOBEC4,EE87811,HETD
788,APOBR,EE87811,GAIN
789,APOC3,EE87811,GAIN
790,APOD,EE87811,HETD
791,APOE,EE87811,GAIN
792,APOH,EE87811,GAIN
793,APOL1,EE87811,GAIN
794,APOL2,EE87811,GAIN
795,APOL3,EE87811,GAIN
796,APOL4,EE87811,GAIN
797,APOL5,EE87811,GAIN
798,APOL6,EE87811,GAIN
799,APOLD1,EE87811,GAIN
800,APOM,EE87811,GAIN
801,APOO,EE87811,GAIN
802,APOOL,EE87811,GAIN
803,APP,EE87811,GAIN
804,APPBP2,EE87811,HETD
805,APPL1,EE87811,HETD
806,APPL2,EE87811,GAIN
807,APTX,EE87811,GAIN
808,AQP1,EE87811,GAIN
809,AQP11,EE87811,GAIN
810,AQP12A,EE87811,HETD
811,AQP12B,EE87811,HETD
812,AQP3,EE87811,GAIN
813,AQP4,EE87811,GAIN
814,AQP6,EE87811,HETD
815,AQP7,EE87811,GAIN
816,AQP9,EE87811,HETD
817,AQR,EE87811,GAIN
818,AR,EE87811,GAIN
819,ARAF,EE87811,GAIN
820,ARAP1,EE87811,GAIN
821,ARAP2,EE87811,GAIN
822,ARAP3,EE87811,GAIN
823,ARC,EE87811,GAIN
824,ARCN1,EE87811,GAIN
825,AREG,EE87811,GAIN
826,AREL1,EE87811,GAIN
827,ARF4,EE87811,HETD
828,ARFGAP1,EE87811,HETD
829,ARFGAP2,EE87811,GAIN
830,ARFGAP3,EE87811,GAIN
831,ARFGEF1,EE87811,GAIN
832,ARFGEF2,EE87811,GAIN
833,ARFGEF3,EE87811,GAIN
834,ARFIP1,EE87811,GAIN
835,ARFIP2,EE87811,GAIN
836,ARFRP1,EE87811,HETD
837,ARGLU1,EE87811,GAIN
838,ARHGAP1,EE87811,GAIN
839,ARHGAP10,EE87811,GAIN
840,ARHGAP11A,EE87811,GAIN
841,ARHGAP11B,EE87811,GAIN
842,ARHGAP12,EE87811,GAIN
843,ARHGAP15,EE87811,GAIN
844,ARHGAP17,EE87811,GAIN
845,ARHGAP18,EE87811,GAIN
846,ARHGAP19,EE87811,GAIN
847,ARHGAP20,EE87811,GAIN
848,ARHGAP21,EE87811,GAIN
849,ARHGAP22,EE87811,GAIN
850,ARHGAP23,EE87811,GAIN
851,ARHGAP24,EE87811,GAIN
852,ARHGAP25,EE87811,GAIN
853,ARHGAP26,EE87811,GAIN
854,ARHGAP27,EE87811,GAIN
855,ARHGAP28,EE87811,GAIN
856,ARHGAP29,EE87811,GAIN
857,ARHGAP30,EE87811,HETD
858,ARHGAP31,EE87811,GAIN
859,ARHGAP32,EE87811,GAIN
860,ARHGAP33,EE87811,GAIN
861,ARHGAP35,EE87811,GAIN
862,ARHGAP36,EE87811,GAIN
863,ARHGAP39,EE87811,GAIN
864,ARHGAP4,EE87811,GAIN
865,ARHGAP40,EE87811,GAIN
866,ARHGAP42,EE87811,GAIN
867,ARHGAP44,EE87811,GAIN
868,ARHGAP45,EE87811,GAIN
869,ARHGAP5,EE87811,GAIN
870,ARHGAP6,EE87811,GAIN
871,ARHGAP8,EE87811,GAIN
872,ARHGAP9,EE87811,HETD
873,ARHGDIA,EE87811,GAIN
874,ARHGDIB,EE87811,GAIN
875,ARHGDIG,EE87811,HETD
876,ARHGEF1,EE87811,GAIN
877,ARHGEF10,EE87811,GAIN
878,ARHGEF10L,EE87811,GAIN
879,ARHGEF11,EE87811,HETD
880,ARHGEF12,EE87811,HETD
881,ARHGEF15,EE87811,GAIN
882,ARHGEF16,EE87811,GAIN
883,ARHGEF17,EE87811,GAIN
884,ARHGEF18,EE87811,GAIN
885,ARHGEF19,EE87811,GAIN
886,ARHGEF2,EE87811,GAIN
887,ARHGEF25,EE87811,HETD
888,ARHGEF26,EE87811,HETD
889,ARHGEF28,EE87811,GAIN
890,ARHGEF3,EE87811,GAIN
891,ARHGEF35,EE87811,GAIN
892,ARHGEF37,EE87811,GAIN
893,ARHGEF38,EE87811,GAIN
894,ARHGEF39,EE87811,GAIN
895,ARHGEF4,EE87811,GAIN
896,ARHGEF40,EE87811,GAIN
897,ARHGEF5,EE87811,GAIN
898,ARHGEF6,EE87811,GAIN
899,ARHGEF7,EE87811,GAIN
900,ARHGEF9,EE87811,HETD
901,ARID1A,EE87811,GAIN
902,ARID1B,EE87811,HETD
903,ARID2,EE87811,GAIN
904,ARID3A,EE87811,HETD
905,ARID3B,EE87811,GAIN
906,ARID4A,EE87811,HETD
907,ARID4B,EE87811,HETD
908,ARID5A,EE87811,GAIN
909,ARID5B,EE87811,HETD
910,ARIH1,EE87811,GAIN
911,ARIH2,EE87811,GAIN
912,ARL1,EE87811,GAIN
913,ARL10,EE87811,HETD
914,ARL11,EE87811,HETD
915,ARL13A,EE87811,GAIN
916,ARL13B,EE87811,GAIN
917,ARL14,EE87811,HETD
918,ARL14EP,EE87811,GAIN
919,ARL15,EE87811,GAIN
920,ARL17A,EE87811,GAIN
921,ARL17B,EE87811,GAIN
922,ARL2,EE87811,GAIN
923,ARL2BP,EE87811,HETD
924,ARL3,EE87811,GAIN
925,ARL4A,EE87811,GAIN
926,ARL4C,EE87811,HETD
927,ARL4D,EE87811,GAIN
928,ARL5A,EE87811,GAIN
929,ARL5B,EE87811,GAIN
930,ARL5C,EE87811,GAIN
931,ARL6,EE87811,GAIN
932,ARL6IP1,EE87811,GAIN
933,ARL6IP4,EE87811,GAIN
934,ARL6IP5,EE87811,GAIN
935,ARL6IP6,EE87811,GAIN
936,ARL8A,EE87811,HETD
937,ARL8B,EE87811,GAIN
938,ARMC1,EE87811,GAIN
939,ARMC10,EE87811,GAIN
940,ARMC12,EE87811,GAIN
941,ARMC2,EE87811,GAIN
942,ARMC3,EE87811,GAIN
943,ARMC5,EE87811,GAIN
944,ARMC6,EE87811,GAIN
945,ARMC7,EE87811,GAIN
946,ARMC8,EE87811,GAIN
947,ARMC9,EE87811,HETD
948,ARMCX1,EE87811,GAIN
949,ARMCX2,EE87811,GAIN
950,ARMCX3,EE87811,GAIN
951,ARMCX4,EE87811,GAIN
952,ARMCX5,EE87811,GAIN
953,ARMCX5-GPRASP2,EE87811,GAIN
954,ARMCX6,EE87811,GAIN
955,ARMH1,EE87811,GAIN
956,ARMH2,EE87811,GAIN
957,ARMH3,EE87811,GAIN
958,ARMH4,EE87811,HETD
959,ARMS2,EE87811,GAIN
960,ARMT1,EE87811,GAIN
961,ARNT,EE87811,GAIN
962,ARNT2,EE87811,GAIN
963,ARNTL,EE87811,GAIN
964,ARNTL2,EE87811,GAIN
965,ARPC1A,EE87811,GAIN
966,ARPC1B,EE87811,GAIN
967,ARPC2,EE87811,HETD
968,ARPC3,EE87811,GAIN
969,ARPC4,EE87811,GAIN
970,ARPC5,EE87811,HETD
971,ARPC5L,EE87811,GAIN
972,ARPIN,EE87811,HETD
973,ARPIN-AP3S2,EE87811,HETD
974,ARPP19,EE87811,GAIN
975,ARPP21,EE87811,GAIN
976,ARR3,EE87811,GAIN
977,ARRB1,EE87811,GAIN
978,ARRB2,EE87811,GAIN
979,ARRDC1,EE87811,GAIN
980,ARRDC2,EE87811,GAIN
981,ARRDC3,EE87811,GAIN
982,ARRDC4,EE87811,GAIN
983,ARSG,EE87811,GAIN
984,ARSI,EE87811,GAIN
985,ARSJ,EE87811,GAIN
986,ARSK,EE87811,GAIN
987,ARSL,EE87811,HETD
988,ART1,EE87811,GAIN
989,ART3,EE87811,GAIN
990,ART4,EE87811,GAIN
991,ART5,EE87811,GAIN
992,ARTN,EE87811,GAIN
993,ARX,EE87811,GAIN
994,AS3MT,EE87811,GAIN
995,ASAH1,EE87811,GAIN
996,ASAH2B,EE87811,GAIN
997,ASAP1,EE87811,GAIN
998,ASAP2,EE87811,GAIN
999,ASAP3,EE87811,GAIN
1000,ASB1,EE87811,HETD
1001,ASB10,EE87811,GAIN
1002,ASB11,EE87811,GAIN
1003,ASB12,EE87811,GAIN
1004,ASB13,EE87811,GAIN
1005,ASB14,EE87811,HETD
1006,ASB15,EE87811,GAIN
1007,ASB16,EE87811,GAIN
1008,ASB2,EE87811,GAIN
1009,ASB3,EE87811,GAIN
1010,ASB4,EE87811,GAIN
1011,ASB8,EE87811,GAIN
1012,ASB9,EE87811,GAIN
1013,ASCC1,EE87811,GAIN
1014,ASCC2,EE87811,GAIN
1015,ASCC3,EE87811,GAIN
1016,ASCL1,EE87811,GAIN
1017,ASCL2,EE87811,HETD
1018,ASCL3,EE87811,GAIN
1019,ASCL4,EE87811,GAIN
1020,ASCL5,EE87811,HETD
1021,ASF1A,EE87811,GAIN
1022,ASF1B,EE87811,GAIN
1023,ASGR1,EE87811,GAIN
1024,ASGR2,EE87811,GAIN
1025,ASH1L,EE87811,GAIN
1026,ASH2L,EE87811,GAIN
1027,ASIC1,EE87811,GAIN
1028,ASIC2,EE87811,GAIN
1029,ASIC3,EE87811,GAIN
1030,ASIC4,EE87811,HETD
1031,ASIC5,EE87811,GAIN
1032,ASIP,EE87811,GAIN
1033,ASL,EE87811,GAIN
1034,ASMT,EE87811,GAIN
1035,ASNSD1,EE87811,HETD
1036,ASPA,EE87811,GAIN
1037,ASPG,EE87811,GAIN
1038,ASPH,EE87811,HETD
1039,ASPHD2,EE87811,GAIN
1040,ASPM,EE87811,HETD
1041,ASPN,EE87811,HETD
1042,ASPRV1,EE87811,GAIN
1043,ASPSCR1,EE87811,GAIN
1044,ASRGL1,EE87811,HETD
1045,ASS1,EE87811,GAIN
1046,ASTE1,EE87811,GAIN
1047,ASTL,EE87811,GAIN
1048,ASTN1,EE87811,HETD
1049,ASTN2,EE87811,GAIN
1050,ASXL1,EE87811,GAIN
1051,ASXL2,EE87811,GAIN
1052,ASXL3,EE87811,GAIN
1053,ASZ1,EE87811,GAIN
1054,ATAD1,EE87811,GAIN
1055,ATAD2,EE87811,GAIN
1056,ATAD2B,EE87811,GAIN
1057,ATAD3A,EE87811,GAIN
1058,ATAD3B,EE87811,GAIN
1059,ATAD3C,EE87811,GAIN
1060,ATAD5,EE87811,GAIN
1061,ATAT1,EE87811,GAIN
1062,ATCAY,EE87811,GAIN
1063,ATF1,EE87811,GAIN
1064,ATF2,EE87811,HETD
1065,ATF4,EE87811,GAIN
1066,ATF6,EE87811,HETD
1067,ATF6B,EE87811,GAIN
1068,ATF7,EE87811,GAIN
1069,ATF7IP,EE87811,GAIN
1070,ATF7IP2,EE87811,GAIN
1071,ATG10,EE87811,GAIN
1072,ATG101,EE87811,GAIN
1073,ATG12,EE87811,HETD
1074,ATG13,EE87811,GAIN
1075,ATG14,EE87811,GAIN
1076,ATG16L1,EE87811,HETD
1077,ATG16L2,EE87811,GAIN
1078,ATG2A,EE87811,GAIN
1079,ATG2B,EE87811,GAIN
1080,ATG3,EE87811,GAIN
1081,ATG4A,EE87811,GAIN
1082,ATG4B,EE87811,HETD
1083,ATG4C,EE87811,HETD
1084,ATG4D,EE87811,GAIN
1085,ATG5,EE87811,GAIN
1086,ATG7,EE87811,GAIN
1087,ATG9A,EE87811,HETD
1088,ATG9B,EE87811,GAIN
1089,ATIC,EE87811,HETD
1090,ATL1,EE87811,GAIN
1091,ATL2,EE87811,GAIN
1092,ATL3,EE87811,HETD
1093,ATM,EE87811,GAIN
1094,ATMIN,EE87811,GAIN
1095,ATN1,EE87811,GAIN
1096,ATOH1,EE87811,GAIN
1097,ATOH7,EE87811,GAIN
1098,ATOH8,EE87811,GAIN
1099,ATOX1,EE87811,GAIN
1100,ATP10A,EE87811,GAIN
1101,ATP10B,EE87811,HETD
1102,ATP10D,EE87811,GAIN
1103,ATP11A,EE87811,GAIN
1104,ATP11B,EE87811,HETD
1105,ATP11C,EE87811,GAIN
1106,ATP12A,EE87811,GAIN
1107,ATP13A1,EE87811,GAIN
1108,ATP13A2,EE87811,GAIN
1109,ATP13A3,EE87811,HETD
1110,ATP13A4,EE87811,HETD
1111,ATP13A5,EE87811,HETD
1112,ATP1A2,EE87811,HETD
1113,ATP1A3,EE87811,GAIN
1114,ATP1A4,EE87811,HETD
1115,ATP1B1,EE87811,HETD
1116,ATP1B2,EE87811,GAIN
1117,ATP1B3,EE87811,GAIN
1118,ATP23,EE87811,HETD
1119,ATP2A1,EE87811,GAIN
1120,ATP2A2,EE87811,GAIN
1121,ATP2A3,EE87811,GAIN
1122,ATP2B1,EE87811,HETD
1123,ATP2B2,EE87811,GAIN
1124,ATP2B3,EE87811,GAIN
1125,ATP2B4,EE87811,HETD
1126,ATP2C1,EE87811,GAIN
1127,ATP2C2,EE87811,GAIN
1128,ATP4A,EE87811,GAIN
1129,ATP4B,EE87811,GAIN
1130,ATP5F1A,EE87811,GAIN
1131,ATP5F1B,EE87811,GAIN
1132,ATP5F1C,EE87811,GAIN
1133,ATP5F1D,EE87811,GAIN
1134,ATP5F1E,EE87811,HETD
1135,ATP5IF1,EE87811,GAIN
1136,ATP5MC1,EE87811,GAIN
1137,ATP5MC2,EE87811,GAIN
1138,ATP5MC3,EE87811,HETD
1139,ATP5ME,EE87811,HETD
1140,ATP5MF,EE87811,GAIN
1141,ATP5MF-PTCD1,EE87811,GAIN
1142,ATP5MG,EE87811,GAIN
1143,ATP5MGL,EE87811,GAIN
1144,ATP5MJ,EE87811,GAIN
1145,ATP5MK,EE87811,GAIN
1146,ATP5PB,EE87811,GAIN
1147,ATP5PD,EE87811,GAIN
1148,ATP5PF,EE87811,GAIN
1149,ATP5PO,EE87811,GAIN
1150,ATP6AP1,EE87811,HETD
1151,ATP6AP2,EE87811,GAIN
1152,ATP6V0A1,EE87811,GAIN
1153,ATP6V0A2,EE87811,GAIN
1154,ATP6V0A4,EE87811,GAIN
1155,ATP6V0B,EE87811,GAIN
1156,ATP6V0C,EE87811,HETD
1157,ATP6V0D1,EE87811,GAIN
1158,ATP6V0D2,EE87811,GAIN
1159,ATP6V0E1,EE87811,HETD
1160,ATP6V0E2,EE87811,GAIN
1161,ATP6V1A,EE87811,GAIN
1162,ATP6V1B1,EE87811,GAIN
1163,ATP6V1B2,EE87811,GAIN
1164,ATP6V1C1,EE87811,GAIN
1165,ATP6V1C2,EE87811,GAIN
1166,ATP6V1D,EE87811,GAIN
1167,ATP6V1E1,EE87811,GAIN
1168,ATP6V1E2,EE87811,GAIN
1169,ATP6V1F,EE87811,GAIN
1170,ATP6V1G1,EE87811,GAIN
1171,ATP6V1G2,EE87811,GAIN
1172,ATP6V1G3,EE87811,HETD
1173,ATP6V1H,EE87811,GAIN
1174,ATP7A,EE87811,GAIN
1175,ATP7B,EE87811,GAIN
1176,ATP8A1,EE87811,GAIN
1177,ATP8A2,EE87811,GAIN
1178,ATP8B1,EE87811,HETD
1179,ATP8B2,EE87811,HETD
1180,ATP8B3,EE87811,GAIN
1181,ATP8B4,EE87811,HETD
1182,ATP9A,EE87811,GAIN
1183,ATP9B,EE87811,GAIN
1184,ATPAF1,EE87811,GAIN
1185,ATPAF2,EE87811,GAIN
1186,ATPSCKMT,EE87811,GAIN
1187,ATR,EE87811,GAIN
1188,ATRAID,EE87811,GAIN
1189,ATRIP,EE87811,GAIN
1190,ATRN,EE87811,GAIN
1191,ATRNL1,EE87811,HETD
1192,ATRX,EE87811,GAIN
1193,ATXN1,EE87811,GAIN
1194,ATXN10,EE87811,GAIN
1195,ATXN1L,EE87811,GAIN
1196,ATXN2,EE87811,GAIN
1197,ATXN2L,EE87811,GAIN
1198,ATXN3,EE87811,HETD
1199,ATXN3L,EE87811,GAIN
1200,ATXN7,EE87811,HETD
1201,ATXN7L1,EE87811,GAIN
1202,ATXN7L2,EE87811,GAIN
1203,ATXN7L3,EE87811,GAIN
1204,ATXN7L3B,EE87811,GAIN
1205,AUNIP,EE87811,GAIN
1206,AURKA,EE87811,GAIN
1207,AURKAIP1,EE87811,GAIN
1208,AURKB,EE87811,GAIN
1209,AURKC,EE87811,HETD
1210,AUTS2,EE87811,GAIN
1211,AVEN,EE87811,GAIN
1212,AVIL,EE87811,HETD
1213,AVL9,EE87811,GAIN
1214,AVP,EE87811,GAIN
1215,AVPI1,EE87811,GAIN
1216,AVPR1A,EE87811,HETD
1217,AVPR1B,EE87811,HETD
1218,AVPR2,EE87811,GAIN
1219,AWAT1,EE87811,GAIN
1220,AWAT2,EE87811,GAIN
1221,AXDND1,EE87811,HETD
1222,AXIN1,EE87811,HETD
1223,AXIN2,EE87811,GAIN
1224,AXL,EE87811,GAIN
1225,AZGP1,EE87811,GAIN
1226,AZI2,EE87811,GAIN
1227,AZIN1,EE87811,GAIN
1228,AZIN2,EE87811,GAIN
1229,AZU1,EE87811,HETD
1230,B3GALNT1,EE87811,HETD
1231,B3GALNT2,EE87811,HETD
1232,B3GALT1,EE87811,HETD
1233,B3GALT2,EE87811,HETD
1234,B3GALT4,EE87811,GAIN
1235,B3GALT5,EE87811,GAIN
1236,B3GALT6,EE87811,GAIN
1237,B3GALT9,EE87811,HETD
1238,B3GAT1,EE87811,GAIN
1239,B3GAT2,EE87811,GAIN
1240,B3GAT3,EE87811,HETD
1241,B3GLCT,EE87811,GAIN
1242,B3GNT2,EE87811,HETD
1243,B3GNT3,EE87811,GAIN
1244,B3GNT4,EE87811,GAIN
1245,B3GNT5,EE87811,HETD
1246,B3GNT6,EE87811,GAIN
1247,B3GNT7,EE87811,HETD
1248,B3GNT8,EE87811,GAIN
1249,B3GNT9,EE87811,GAIN
1250,B3GNTL1,EE87811,GAIN
1251,B4GALNT1,EE87811,HETD
1252,B4GALNT2,EE87811,HETD
1253,B4GALNT3,EE87811,HETD
1254,B4GALNT4,EE87811,HETD
1255,B4GALT1,EE87811,GAIN
1256,B4GALT2,EE87811,GAIN
1257,B4GALT3,EE87811,HETD
1258,B4GALT4,EE87811,GAIN
1259,B4GALT5,EE87811,HETD
1260,B4GALT6,EE87811,GAIN
1261,B4GALT7,EE87811,HETD
1262,B4GAT1,EE87811,GAIN
1263,B9D1,EE87811,GAIN
1264,B9D2,EE87811,GAIN
1265,BAAT,EE87811,GAIN
1266,BABAM1,EE87811,GAIN
1267,BABAM2,EE87811,GAIN
1268,BACE1,EE87811,GAIN
1269,BACE2,EE87811,GAIN
1270,BACH1,EE87811,GAIN
1271,BACH2,EE87811,HETD
1272,BAD,EE87811,GAIN
1273,BAG4,EE87811,GAIN
1274,BAG6,EE87811,GAIN
1275,BAHCC1,EE87811,GAIN
1276,BAHD1,EE87811,GAIN
1277,BAIAP2,EE87811,GAIN
1278,BAIAP2L1,EE87811,GAIN
1279,BAIAP2L2,EE87811,GAIN
1280,BAIAP3,EE87811,GAIN
1281,BAK1,EE87811,GAIN
1282,BAMBI,EE87811,GAIN
1283,BANF1,EE87811,GAIN
1284,BANF2,EE87811,GAIN
1285,BANK1,EE87811,GAIN
1286,BANP,EE87811,GAIN
1287,BAP1,EE87811,GAIN
1288,BASP1,EE87811,GAIN
1289,BATF,EE87811,GAIN
1290,BATF2,EE87811,GAIN
1291,BATF3,EE87811,HETD
1292,BAX,EE87811,GAIN
1293,BAZ1A,EE87811,GAIN
1294,BAZ1B,EE87811,GAIN
1295,BAZ2A,EE87811,GAIN
1296,BAZ2B,EE87811,HETD
1297,BBC3,EE87811,GAIN
1298,BBIP1,EE87811,GAIN
1299,BBLN,EE87811,GAIN
1300,BBOF1,EE87811,GAIN
1301,BBOX1,EE87811,GAIN
1302,BBS1,EE87811,GAIN
1303,BBS10,EE87811,GAIN
1304,BBS12,EE87811,GAIN
1305,BBS2,EE87811,GAIN
1306,BBS5,EE87811,HETD
1307,BBS7,EE87811,GAIN
1308,BBS9,EE87811,GAIN
1309,BBX,EE87811,GAIN
1310,BCAM,EE87811,GAIN
1311,BCAN,EE87811,HETD
1312,BCAP29,EE87811,GAIN
1313,BCAP31,EE87811,GAIN
1314,BCAR1,EE87811,GAIN
1315,BCAR3,EE87811,GAIN
1316,BCAS1,EE87811,GAIN
1317,BCAS2,EE87811,GAIN
1318,BCAS3,EE87811,HETD
1319,BCAS4,EE87811,GAIN
1320,BCAT1,EE87811,GAIN
1321,BCAT2,EE87811,GAIN
1322,BCCIP,EE87811,GAIN
1323,BCHE,EE87811,HETD
1324,BCKDHA,EE87811,GAIN
1325,BCL10,EE87811,GAIN
1326,BCL11A,EE87811,HETD
1327,BCL11B,EE87811,GAIN
1328,BCL2,EE87811,HETD
1329,BCL2A1,EE87811,GAIN
1330,BCL2L1,EE87811,GAIN
1331,BCL2L10,EE87811,GAIN
1332,BCL2L11,EE87811,GAIN
1333,BCL2L13,EE87811,GAIN
1334,BCL2L14,EE87811,GAIN
1335,BCL2L15,EE87811,GAIN
1336,BCL2L2,EE87811,GAIN
1337,BCL3,EE87811,GAIN
1338,BCL6,EE87811,HETD
1339,BCL6B,EE87811,GAIN
1340,BCL7A,EE87811,GAIN
1341,BCL7B,EE87811,GAIN
1342,BCL7C,EE87811,GAIN
1343,BCL9L,EE87811,GAIN
1344,BCLAF1,EE87811,GAIN
1345,BCLAF3,EE87811,GAIN
1346,BCO1,EE87811,GAIN
1347,BCO2,EE87811,GAIN
1348,BCOR,EE87811,GAIN
1349,BCORL1,EE87811,GAIN
1350,BCR,EE87811,GAIN
1351,BCS1L,EE87811,HETD
1352,BDH1,EE87811,HETD
1353,BDH2,EE87811,GAIN
1354,BDKRB1,EE87811,GAIN
1355,BDKRB2,EE87811,GAIN
1356,BDP1,EE87811,GAIN
1357,BEAN1,EE87811,GAIN
1358,BECN1,EE87811,GAIN
1359,BECN2,EE87811,HETD
1360,BEGAIN,EE87811,GAIN
1361,BEND2,EE87811,GAIN
1362,BEND3,EE87811,GAIN
1363,BEND4,EE87811,GAIN
1364,BEND5,EE87811,GAIN
1365,BEND6,EE87811,GAIN
1366,BEND7,EE87811,GAIN
1367,BEST1,EE87811,HETD
1368,BEST2,EE87811,GAIN
1369,BEST3,EE87811,GAIN
1370,BEST4,EE87811,GAIN
1371,BET1,EE87811,GAIN
1372,BET1L,EE87811,HETD
1373,BEX2,EE87811,GAIN
1374,BEX3,EE87811,GAIN
1375,BEX4,EE87811,GAIN
1376,BEX5,EE87811,GAIN
1377,BFAR,EE87811,GAIN
1378,BFSP1,EE87811,GAIN
1379,BFSP2,EE87811,GAIN
1380,BGLAP,EE87811,HETD
1381,BGN,EE87811,GAIN
1382,BHLHA15,EE87811,GAIN
1383,BHLHA9,EE87811,GAIN
1384,BHLHB9,EE87811,GAIN
1385,BHLHE22,EE87811,GAIN
1386,BHLHE23,EE87811,HETD
1387,BHLHE40,EE87811,GAIN
1388,BHLHE41,EE87811,GAIN
1389,BHMT,EE87811,GAIN
1390,BICD2,EE87811,HETD
1391,BICDL1,EE87811,GAIN
1392,BICDL2,EE87811,GAIN
1393,BICRA,EE87811,GAIN
1394,BICRAL,EE87811,GAIN
1395,BIK,EE87811,GAIN
1396,BIN1,EE87811,GAIN
1397,BIN2,EE87811,GAIN
1398,BIRC2,EE87811,GAIN
1399,BIRC3,EE87811,GAIN
1400,BIRC5,EE87811,GAIN
1401,BIRC6,EE87811,GAIN
1402,BIRC7,EE87811,HETD
1403,BIVM,EE87811,GAIN
1404,BLACAT1,EE87811,HETD
1405,BLCAP,EE87811,HETD
1406,BLID,EE87811,GAIN
1407,BLK,EE87811,GAIN
1408,BLM,EE87811,GAIN
1409,BLMH,EE87811,GAIN
1410,BLNK,EE87811,GAIN
1411,BLOC1S1,EE87811,GAIN
1412,BLOC1S2,EE87811,GAIN
1413,BLOC1S3,EE87811,GAIN
1414,BLOC1S4,EE87811,GAIN
1415,BLOC1S5,EE87811,GAIN
1416,BLOC1S6,EE87811,GAIN
1417,BLVRA,EE87811,GAIN
1418,BLVRB,EE87811,GAIN
1419,BLZF1,EE87811,HETD
1420,BMERB1,EE87811,GAIN
1421,BMF,EE87811,GAIN
1422,BMI1,EE87811,GAIN
1423,BMP1,EE87811,GAIN
1424,BMP15,EE87811,GAIN
1425,BMP2,EE87811,GAIN
1426,BMP2K,EE87811,GAIN
1427,BMP4,EE87811,GAIN
1428,BMP6,EE87811,GAIN
1429,BMP7,EE87811,HETD
1430,BMP8A,EE87811,GAIN
1431,BMP8B,EE87811,GAIN
1432,BMPER,EE87811,GAIN
1433,BMPR1A,EE87811,GAIN
1434,BMPR1B,EE87811,GAIN
1435,BMPR2,EE87811,HETD
1436,BMS1,EE87811,GAIN
1437,BMT2,EE87811,GAIN
1438,BMX,EE87811,GAIN
1439,BNC1,EE87811,GAIN
1440,BNC2,EE87811,GAIN
1441,BNIP1,EE87811,HETD
1442,BNIP2,EE87811,HETD
1443,BNIP3,EE87811,GAIN
1444,BNIP3L,EE87811,GAIN
1445,BNIP5,EE87811,GAIN
1446,BNIPL,EE87811,GAIN
1447,BOC,EE87811,GAIN
1448,BOD1,EE87811,HETD
1449,BOD1L1,EE87811,GAIN
1450,BOD1L2,EE87811,HETD
1451,BOK,EE87811,HETD
1452,BOLA1,EE87811,GAIN
1453,BOLA2,EE87811,GAIN
1454,BOLL,EE87811,HETD
1455,BOP1,EE87811,GAIN
1456,BORA,EE87811,GAIN
1457,BORCS5,EE87811,GAIN
1458,BORCS6,EE87811,GAIN
1459,BORCS7,EE87811,GAIN
1460,BORCS8,EE87811,GAIN
1461,BORCS8-MEF2B,EE87811,GAIN
1462,BPHL,EE87811,GAIN
1463,BPI,EE87811,GAIN
1464,BPIFA1,EE87811,GAIN
1465,BPIFA2,EE87811,GAIN
1466,BPIFA3,EE87811,GAIN
1467,BPIFB1,EE87811,GAIN
1468,BPIFB2,EE87811,GAIN
1469,BPIFB3,EE87811,GAIN
1470,BPIFB4,EE87811,GAIN
1471,BPIFB6,EE87811,GAIN
1472,BPIFC,EE87811,GAIN
1473,BPNT2,EE87811,GAIN
1474,BPTF,EE87811,GAIN
1475,BPY2,EE87811,GAIN
1476,BPY2B,EE87811,GAIN
1477,BPY2C,EE87811,GAIN
1478,BRAF,EE87811,GAIN
1479,BRAP,EE87811,GAIN
1480,BRAT1,EE87811,HETD
1481,BRCA1,EE87811,GAIN
1482,BRCA2,EE87811,GAIN
1483,BRCC3,EE87811,GAIN
1484,BRD1,EE87811,HETD
1485,BRD2,EE87811,GAIN
1486,BRD3,EE87811,GAIN
1487,BRD3OS,EE87811,GAIN
1488,BRD4,EE87811,GAIN
1489,BRD7,EE87811,GAIN
1490,BRD8,EE87811,GAIN
1491,BRD9,EE87811,HETD
1492,BRDT,EE87811,GAIN
1493,BRF1,EE87811,GAIN
1494,BRF2,EE87811,HETD
1495,BRI3BP,EE87811,GAIN
1496,BRICD5,EE87811,HETD
1497,BRINP1,EE87811,GAIN
1498,BRINP2,EE87811,HETD
1499,BRINP3,EE87811,HETD
1500,BRIP1,EE87811,HETD
1501,BRIX1,EE87811,GAIN
1502,BRK1,EE87811,GAIN
1503,BRME1,EE87811,GAIN
1504,BRMS1,EE87811,GAIN
1505,BRMS1L,EE87811,GAIN
1506,BROX,EE87811,HETD
1507,BRPF1,EE87811,GAIN
1508,BRPF3,EE87811,GAIN
1509,BRS3,EE87811,GAIN
1510,BRSK1,EE87811,GAIN
1511,BRSK2,EE87811,GAIN
1512,BRWD1,EE87811,GAIN
1513,BRWD3,EE87811,GAIN
1514,BSCL2,EE87811,HETD
1515,BSDC1,EE87811,GAIN
1516,BSG,EE87811,HETD
1517,BSN,EE87811,HETD
