sample,region-set,Dip_area,Dip_depth
EE87936,mammary_epithel_cluster2438_hg38,-0.32,0.04
EE87936,hematopoietic_specific_liquorice_hg38,-0.92,-0.18
EE87936,skeletal_muscle_cluster1518_hg38,-0.35,-0.08
EE87936,SAEC_hg38,-1.51,0.41
EE88202,prostate_cluster2483_hg38,-0.67,0.43
EE88202,hepatocyte_all_hg38,0.47,0.5
EE88202,colon_cluster507_hg38,0.44,0.12
EE88202,A549_hg38,1.17,-1.74
EE88202,panc_epithel_cluster1974_hg38,-0.49,0.54
EE88202,HPF_lung_fibroblast_cluster1737_hg38,0.72,-1.08
EE88202,melano_SOX_clusters1863_2205_hg38,0.07,-0.23
EE88202,HeLa_cluster1777_hg38,-0.46,-0.39
EE88202,panc_adenoca_cluster1261_hg38,-0.46,0.59
EE88202,mammary_epithel_cluster2438_hg38,0.14,-1.68
EE88202,hematopoietic_specific_liquorice_hg38,0.86,-0.62
EE88202,skeletal_muscle_cluster1518_hg38,0.53,0.27
EE88202,SAEC_hg38,-0.53,0.54
EE88321,prostate_cluster2483_hg38,-1.58,-0.91
EE88321,hepatocyte_all_hg38,-3.85,3.11
EE88321,colon_cluster507_hg38,-2.81,1.42
EE88321,A549_hg38,-5.39,4.21
EE88321,panc_epithel_cluster1974_hg38,-3.5,2.13
EE88321,HPF_lung_fibroblast_cluster1737_hg38,-0.31,0.38
EE88321,melano_SOX_clusters1863_2205_hg38,-1.4,0.28
EE88321,HeLa_cluster1777_hg38,-2.24,1.24
EE88321,panc_adenoca_cluster1261_hg38,-1.73,0.11
EE88321,mammary_epithel_cluster2438_hg38,0.56,-1.33
EE88321,hematopoietic_specific_liquorice_hg38,3.16,-2.49
EE88321,skeletal_muscle_cluster1518_hg38,2.06,-0.58
EE88321,SAEC_hg38,-1.69,2
EE88176,prostate_cluster2483_hg38,0.63,-0.34
EE88176,hepatocyte_all_hg38,0.33,-0.63
EE88176,colon_cluster507_hg38,0.83,-0.94
EE88176,A549_hg38,0.09,-0.87
EE88176,panc_epithel_cluster1974_hg38,0.71,-1.03
EE88176,HPF_lung_fibroblast_cluster1737_hg38,0.43,-1.25
EE88176,melano_SOX_clusters1863_2205_hg38,0.03,-0.42
EE88176,HeLa_cluster1777_hg38,1,-1.57
EE88176,panc_adenoca_cluster1261_hg38,-0.61,0.27
EE88176,mammary_epithel_cluster2438_hg38,1.13,-1.24
EE88176,hematopoietic_specific_liquorice_hg38,1.87,-1.5
EE88176,skeletal_muscle_cluster1518_hg38,0.08,0.34
EE88176,SAEC_hg38,-0.65,0.69
EE87971,prostate_cluster2483_hg38,-0.26,0.72
EE87971,hepatocyte_all_hg38,-0.88,1.22
EE87971,colon_cluster507_hg38,-0.03,-1.39
EE87971,A549_hg38,-1.95,1.01
EE87971,panc_epithel_cluster1974_hg38,0.65,-0.01
EE87971,HPF_lung_fibroblast_cluster1737_hg38,1.54,0.23
EE87971,melano_SOX_clusters1863_2205_hg38,-0.4,-0.76
EE87971,HeLa_cluster1777_hg38,-0.92,0.44
EE87971,panc_adenoca_cluster1261_hg38,1.04,0.5
EE87971,mammary_epithel_cluster2438_hg38,1.62,-0.4
EE87971,hematopoietic_specific_liquorice_hg38,-0.84,1.5
EE87971,skeletal_muscle_cluster1518_hg38,-0.25,0.35
EE87971,SAEC_hg38,-0.07,0.02
EE88144,prostate_cluster2483_hg38,0.96,-2.38
EE88144,hepatocyte_all_hg38,0.36,-1
EE88144,colon_cluster507_hg38,0.24,0.07
EE88144,A549_hg38,-0.6,0.1
EE88144,panc_epithel_cluster1974_hg38,1.31,-0.1
EE88144,HPF_lung_fibroblast_cluster1737_hg38,-0.04,-0.03
EE88144,melano_SOX_clusters1863_2205_hg38,0.06,-0.56
EE88144,HeLa_cluster1777_hg38,0.09,-0.73
EE88144,panc_adenoca_cluster1261_hg38,0.58,0.02
EE88144,mammary_epithel_cluster2438_hg38,1.15,-1.06
EE88144,hematopoietic_specific_liquorice_hg38,0.91,-0.32
EE88144,skeletal_muscle_cluster1518_hg38,0.35,1.58
EE88144,SAEC_hg38,1.5,-0.09
EE88140,prostate_cluster2483_hg38,1.15,-0.87
EE88140,hepatocyte_all_hg38,1.99,-0.87
EE88140,colon_cluster507_hg38,-1.11,0.29
EE88140,A549_hg38,1.2,-1.48
EE88140,panc_epithel_cluster1974_hg38,1.94,0.27
EE88140,HPF_lung_fibroblast_cluster1737_hg38,0.4,0.3
EE88140,melano_SOX_clusters1863_2205_hg38,0.62,0.44
EE88140,HeLa_cluster1777_hg38,0.88,-0.88
EE88140,panc_adenoca_cluster1261_hg38,-0.31,-0.31
EE88140,mammary_epithel_cluster2438_hg38,1.09,1.13
EE88140,hematopoietic_specific_liquorice_hg38,2,-1.01
EE88140,skeletal_muscle_cluster1518_hg38,-0.05,0.2
EE88140,SAEC_hg38,0.42,-0.79
EE87862,prostate_cluster2483_hg38,1.05,-1.41
EE87862,hepatocyte_all_hg38,-0.36,0.03
EE87862,colon_cluster507_hg38,-0.22,0.15
EE87862,A549_hg38,0.18,-0.68
EE87862,panc_epithel_cluster1974_hg38,0.26,-1.61
EE87862,HPF_lung_fibroblast_cluster1737_hg38,-0.63,0.02
EE87862,melano_SOX_clusters1863_2205_hg38,0.94,-0.72
EE87862,HeLa_cluster1777_hg38,0.84,-0.43
EE87862,panc_adenoca_cluster1261_hg38,0.86,-0.05
EE87862,mammary_epithel_cluster2438_hg38,-0.7,-0.57
EE87862,hematopoietic_specific_liquorice_hg38,0.52,0.11
EE87862,skeletal_muscle_cluster1518_hg38,-0.76,-2.71
EE87862,SAEC_hg38,0.94,-1.08
EE88313,prostate_cluster2483_hg38,-1.21,-0.81
EE88313,hepatocyte_all_hg38,1.76,-0.41
EE88313,colon_cluster507_hg38,-0.25,-1.04
EE88313,A549_hg38,1.1,-0.35
EE88313,panc_epithel_cluster1974_hg38,0.21,-0.1
EE88313,HPF_lung_fibroblast_cluster1737_hg38,-1.42,0.28
EE88313,melano_SOX_clusters1863_2205_hg38,-0.29,-0.43
EE88313,HeLa_cluster1777_hg38,0.21,-0.46
EE88313,panc_adenoca_cluster1261_hg38,1.12,0.5
EE88313,mammary_epithel_cluster2438_hg38,0.76,-0.42
EE88313,hematopoietic_specific_liquorice_hg38,-0.4,-0.68
EE88313,skeletal_muscle_cluster1518_hg38,0.14,-1.01
EE88313,SAEC_hg38,0.58,-0.22
EE88281,prostate_cluster2483_hg38,-0.85,1.2
EE88281,hepatocyte_all_hg38,0.05,0.16
EE88281,colon_cluster507_hg38,-0.53,1.31
EE88281,A549_hg38,2.07,-0.08
EE88281,panc_epithel_cluster1974_hg38,-0.08,-0.25
EE88281,HPF_lung_fibroblast_cluster1737_hg38,0.41,-0.04
EE88281,melano_SOX_clusters1863_2205_hg38,0.11,-0.38
EE88281,HeLa_cluster1777_hg38,2,0.11
EE88281,panc_adenoca_cluster1261_hg38,0.5,-1.97
EE88281,mammary_epithel_cluster2438_hg38,-0.41,0.26
EE88281,hematopoietic_specific_liquorice_hg38,2.14,-1.09
EE88281,skeletal_muscle_cluster1518_hg38,-0.14,-0.66
EE88281,SAEC_hg38,1,-0.38
EE88322,prostate_cluster2483_hg38,-0.49,-0.16
EE88322,hepatocyte_all_hg38,-0.41,0.56
EE88322,colon_cluster507_hg38,-0.99,1
EE88322,A549_hg38,-0.75,0.51
EE88322,panc_epithel_cluster1974_hg38,-0.57,-0.89
EE88322,HPF_lung_fibroblast_cluster1737_hg38,-0.24,0.55
EE88322,melano_SOX_clusters1863_2205_hg38,-1.33,1.04
EE88322,HeLa_cluster1777_hg38,-1.05,-0.43
EE88322,panc_adenoca_cluster1261_hg38,-0.07,-0.76
EE88322,mammary_epithel_cluster2438_hg38,-0.61,-0.96
EE88322,hematopoietic_specific_liquorice_hg38,0.52,-0.44
EE88322,skeletal_muscle_cluster1518_hg38,0.27,-0.44
EE88322,SAEC_hg38,-1.58,1.25
EE88113,prostate_cluster2483_hg38,-0.01,0.17
EE88113,hepatocyte_all_hg38,0.8,-0.95
EE88113,colon_cluster507_hg38,1.58,-1
EE88113,A549_hg38,-0.81,-1.21
EE88113,panc_epithel_cluster1974_hg38,-0.8,0.81
EE88113,HPF_lung_fibroblast_cluster1737_hg38,0.55,1.06
EE88113,melano_SOX_clusters1863_2205_hg38,-0.63,0.57
EE88113,HeLa_cluster1777_hg38,-1.42,1.01
EE88113,panc_adenoca_cluster1261_hg38,0.02,0.97
EE88113,mammary_epithel_cluster2438_hg38,-0.6,1.18
EE88113,hematopoietic_specific_liquorice_hg38,0.5,0.49
EE88113,skeletal_muscle_cluster1518_hg38,0.85,0.12
EE88113,SAEC_hg38,-0.61,0.97
EE88218,prostate_cluster2483_hg38,-0.42,-0.29
EE88218,hepatocyte_all_hg38,-0.61,0.39
EE88218,colon_cluster507_hg38,-1.68,2.78
EE88218,A549_hg38,-0.25,1.67
EE88218,panc_epithel_cluster1974_hg38,-1.49,2.19
EE88218,HPF_lung_fibroblast_cluster1737_hg38,1.73,0.85
EE88218,melano_SOX_clusters1863_2205_hg38,0.21,0.38
EE88218,HeLa_cluster1777_hg38,-0.96,1.91
EE88218,panc_adenoca_cluster1261_hg38,0.85,-0.72
EE88218,mammary_epithel_cluster2438_hg38,-1.03,1.06
EE88218,hematopoietic_specific_liquorice_hg38,1.55,0.14
EE88218,skeletal_muscle_cluster1518_hg38,1.7,-0.22
EE88218,SAEC_hg38,-0.8,2.98
EE88244,prostate_cluster2483_hg38,1.09,-1.7
EE88244,hepatocyte_all_hg38,-0.38,0.07
EE88244,colon_cluster507_hg38,1.28,-0.83
EE88244,A549_hg38,0.33,-1.76
EE88244,panc_epithel_cluster1974_hg38,-0.28,-0.28
EE88244,HPF_lung_fibroblast_cluster1737_hg38,-0.17,-0.75
EE88244,melano_SOX_clusters1863_2205_hg38,-1.09,-0.59
EE88244,HeLa_cluster1777_hg38,-0.53,-0.51
EE88244,panc_adenoca_cluster1261_hg38,0.22,-1.86
EE88244,mammary_epithel_cluster2438_hg38,0.74,-0.63
EE88244,hematopoietic_specific_liquorice_hg38,1.22,-0.51
EE88244,skeletal_muscle_cluster1518_hg38,-2.09,-0.36
EE88244,SAEC_hg38,1.62,-0.61
EE88039,prostate_cluster2483_hg38,2.56,0.51
EE88039,hepatocyte_all_hg38,-0.8,1.5
EE88039,colon_cluster507_hg38,1.95,1.15
EE88039,A549_hg38,-0.88,0.2
EE88039,panc_epithel_cluster1974_hg38,0.1,0.15
EE88039,HPF_lung_fibroblast_cluster1737_hg38,-2.08,2.54
EE88039,melano_SOX_clusters1863_2205_hg38,-0.86,1.58
EE88039,HeLa_cluster1777_hg38,-1.15,0.88
EE88039,panc_adenoca_cluster1261_hg38,-0.91,0.72
EE88039,mammary_epithel_cluster2438_hg38,2.67,-0.86
EE88039,hematopoietic_specific_liquorice_hg38,-0.37,0.18
EE88039,skeletal_muscle_cluster1518_hg38,-0.53,-0.28
EE88039,SAEC_hg38,-0.42,-0.05
EE87960,prostate_cluster2483_hg38,-0.92,0.53
EE87960,hepatocyte_all_hg38,1.97,-1.04
EE87960,colon_cluster507_hg38,1.41,-1.09
EE87960,A549_hg38,-0.07,0.84
EE87960,panc_epithel_cluster1974_hg38,0.43,0.29
EE87960,HPF_lung_fibroblast_cluster1737_hg38,-1.77,0.42
EE87960,melano_SOX_clusters1863_2205_hg38,1.2,-0.71
EE87960,HeLa_cluster1777_hg38,0.52,0.13
EE87960,panc_adenoca_cluster1261_hg38,2.71,-1.83
EE87960,mammary_epithel_cluster2438_hg38,0.63,-0.91
EE87960,hematopoietic_specific_liquorice_hg38,0.17,-0.57
EE87960,skeletal_muscle_cluster1518_hg38,1.38,0.37
EE87960,SAEC_hg38,1.02,-0.8
EE88296,prostate_cluster2483_hg38,-0.73,-0.03
EE88296,hepatocyte_all_hg38,-1.22,1.09
EE88296,colon_cluster507_hg38,-1.02,0.98
EE88296,A549_hg38,-0.56,0.63
EE88296,panc_epithel_cluster1974_hg38,-0.9,-0.82
EE88296,HPF_lung_fibroblast_cluster1737_hg38,-0.19,-0.78
EE88296,melano_SOX_clusters1863_2205_hg38,-0.77,0.32
EE88296,HeLa_cluster1777_hg38,-1.2,-1.15
EE88296,panc_adenoca_cluster1261_hg38,0.55,0.11
EE88296,mammary_epithel_cluster2438_hg38,-1.87,-0.05
EE88296,hematopoietic_specific_liquorice_hg38,0.12,-1.45
EE88296,skeletal_muscle_cluster1518_hg38,1.07,-0.05
EE88296,SAEC_hg38,0.21,-0.02
EE88085,prostate_cluster2483_hg38,0.89,-0.26
EE88085,hepatocyte_all_hg38,1.59,0.55
EE88085,colon_cluster507_hg38,2.11,0.41
EE88085,A549_hg38,-1.55,-0.54
EE88085,panc_epithel_cluster1974_hg38,0.91,-1.09
EE88085,HPF_lung_fibroblast_cluster1737_hg38,-0.86,-1.36
EE88085,melano_SOX_clusters1863_2205_hg38,0.74,-1.35
EE88085,HeLa_cluster1777_hg38,-0.73,0.22
EE88085,panc_adenoca_cluster1261_hg38,-0.51,-0.58
EE88085,mammary_epithel_cluster2438_hg38,1.28,-0.67
EE88085,hematopoietic_specific_liquorice_hg38,0.86,0.44
EE88085,skeletal_muscle_cluster1518_hg38,-0.47,-1.75
EE88085,SAEC_hg38,1.52,-0.19
EE88248,prostate_cluster2483_hg38,0.61,0.14
EE88248,hepatocyte_all_hg38,0.88,0.36
EE88248,colon_cluster507_hg38,0.55,-1.33
EE88248,A549_hg38,1.06,0.65
EE88248,panc_epithel_cluster1974_hg38,-1.55,-0.85
EE88248,HPF_lung_fibroblast_cluster1737_hg38,1.75,-0.73
EE88248,melano_SOX_clusters1863_2205_hg38,-1.38,1.05
EE88248,HeLa_cluster1777_hg38,1.23,-0.14
EE88248,panc_adenoca_cluster1261_hg38,-0.57,-0.21
EE88248,mammary_epithel_cluster2438_hg38,0.83,0.05
EE88248,hematopoietic_specific_liquorice_hg38,0.84,-0.21
EE88248,skeletal_muscle_cluster1518_hg38,-0.96,-0.17
EE88248,SAEC_hg38,-1.03,0.92
EE88271,prostate_cluster2483_hg38,0.97,-0.73
EE88271,hepatocyte_all_hg38,0.28,-0.2
EE88271,colon_cluster507_hg38,-0.29,-1.78
EE88271,A549_hg38,-0.13,0.21
EE88271,panc_epithel_cluster1974_hg38,-1.84,-0.15
EE88271,HPF_lung_fibroblast_cluster1737_hg38,-0.19,0.06
EE88271,melano_SOX_clusters1863_2205_hg38,-0.31,-0.17
EE88271,HeLa_cluster1777_hg38,0.49,0.19
EE88271,panc_adenoca_cluster1261_hg38,0.6,-1.13
EE88271,mammary_epithel_cluster2438_hg38,-0.83,1.49
EE88271,hematopoietic_specific_liquorice_hg38,-1.6,0.88
EE88271,skeletal_muscle_cluster1518_hg38,-0.79,-0.31
EE88271,SAEC_hg38,0.11,-0.71
EE87787,prostate_cluster2483_hg38,0.08,-1.52
EE87787,hepatocyte_all_hg38,1.54,0.26
EE87787,colon_cluster507_hg38,0.91,0.1
EE87787,A549_hg38,-2.15,0.73
EE87787,panc_epithel_cluster1974_hg38,0.24,-0.92
EE87787,HPF_lung_fibroblast_cluster1737_hg38,1.23,0.76
EE87787,melano_SOX_clusters1863_2205_hg38,1.04,0.64
EE87787,HeLa_cluster1777_hg38,-2.43,0.93
EE87787,panc_adenoca_cluster1261_hg38,-2.03,0.09
EE87787,mammary_epithel_cluster2438_hg38,-1.03,0.59
EE87787,hematopoietic_specific_liquorice_hg38,1.29,0
EE87787,skeletal_muscle_cluster1518_hg38,-0.49,1.48
EE87787,SAEC_hg38,-3.55,3.34
EE88253,prostate_cluster2483_hg38,0.26,-0.16
EE88253,hepatocyte_all_hg38,0.62,0.05
EE88253,colon_cluster507_hg38,-0.3,-0.46
EE88253,A549_hg38,0.21,-0.44
EE88253,panc_epithel_cluster1974_hg38,0.76,-2.19
EE88253,HPF_lung_fibroblast_cluster1737_hg38,0.72,0.62
EE88253,melano_SOX_clusters1863_2205_hg38,1.21,-1.64
EE88253,HeLa_cluster1777_hg38,1.29,0.47
EE88253,panc_adenoca_cluster1261_hg38,0.8,-0.71
EE88253,mammary_epithel_cluster2438_hg38,0.04,1.12
EE88253,hematopoietic_specific_liquorice_hg38,1.06,0.13
EE88253,skeletal_muscle_cluster1518_hg38,-1.03,-0.02
EE88253,SAEC_hg38,1.2,0.54
EE87820,prostate_cluster2483_hg38,0.79,0.42
EE87820,hepatocyte_all_hg38,-0.79,0.7
EE87820,colon_cluster507_hg38,0.38,0.12
EE87820,A549_hg38,-1.75,0.52
EE87820,panc_epithel_cluster1974_hg38,-0.07,-0.13
EE87820,HPF_lung_fibroblast_cluster1737_hg38,-1.5,0.2
EE87820,melano_SOX_clusters1863_2205_hg38,2.7,0.01
EE87820,HeLa_cluster1777_hg38,-1.4,0.11
EE87820,panc_adenoca_cluster1261_hg38,0.17,0.58
EE87820,mammary_epithel_cluster2438_hg38,0.17,-0.31
EE87820,hematopoietic_specific_liquorice_hg38,1.78,-0.77
EE87820,skeletal_muscle_cluster1518_hg38,0.61,-0.99
EE87820,SAEC_hg38,0.27,0.32
EE88222,prostate_cluster2483_hg38,-0.68,1.23
EE88222,hepatocyte_all_hg38,-1.07,0.57
EE88222,colon_cluster507_hg38,-1.44,1.39
EE88222,A549_hg38,-0.15,-0.6
EE88222,panc_epithel_cluster1974_hg38,-1.26,0.37
EE88222,HPF_lung_fibroblast_cluster1737_hg38,1.38,0.97
EE88222,melano_SOX_clusters1863_2205_hg38,-0.43,-0.1
EE88222,HeLa_cluster1777_hg38,1.37,1.15
EE88222,panc_adenoca_cluster1261_hg38,0.57,1.01
EE88222,mammary_epithel_cluster2438_hg38,0.82,-0.39
EE88222,hematopoietic_specific_liquorice_hg38,0.76,-0.33
EE88222,skeletal_muscle_cluster1518_hg38,0.35,1.71
EE88222,SAEC_hg38,-1.85,1.22
EE88098,prostate_cluster2483_hg38,-1.68,0.78
EE88098,hepatocyte_all_hg38,0.07,0.37
EE88098,colon_cluster507_hg38,0.31,-1.61
EE88098,A549_hg38,-0.1,1.3
EE88098,panc_epithel_cluster1974_hg38,-1.04,-0.34
EE88098,HPF_lung_fibroblast_cluster1737_hg38,0,0.79
EE88098,melano_SOX_clusters1863_2205_hg38,-0.86,1.25
EE88098,HeLa_cluster1777_hg38,-1.23,-0.35
EE88098,panc_adenoca_cluster1261_hg38,-0.68,0.29
EE88098,mammary_epithel_cluster2438_hg38,-0.37,0.18
EE88098,hematopoietic_specific_liquorice_hg38,-0.48,0
EE88098,skeletal_muscle_cluster1518_hg38,-1.34,-0.66
EE88098,SAEC_hg38,-2.18,-0.92
EE88209,prostate_cluster2483_hg38,-1.45,0.2
EE88209,hepatocyte_all_hg38,-1.74,0.05
EE88209,colon_cluster507_hg38,-0.46,0.21
EE88209,A549_hg38,-1.37,-0.7
EE88209,panc_epithel_cluster1974_hg38,-0.18,-1.3
EE88209,HPF_lung_fibroblast_cluster1737_hg38,2.02,-0.1
EE88209,melano_SOX_clusters1863_2205_hg38,-0.47,-0.19
EE88209,HeLa_cluster1777_hg38,-2.07,0.81
EE88209,panc_adenoca_cluster1261_hg38,-0.68,0.74
EE88209,mammary_epithel_cluster2438_hg38,0.65,2.88
EE88209,hematopoietic_specific_liquorice_hg38,3.7,-1.45
EE88209,skeletal_muscle_cluster1518_hg38,-1.15,1.77
EE88209,SAEC_hg38,-0.82,2.62
EE88118,prostate_cluster2483_hg38,0.19,-0.25
EE88118,hepatocyte_all_hg38,0.24,-0.71
EE88118,colon_cluster507_hg38,-0.57,-0.5
EE88118,A549_hg38,0.34,-1.11
EE88118,panc_epithel_cluster1974_hg38,0.22,-2.11
EE88118,HPF_lung_fibroblast_cluster1737_hg38,0.55,-2.32
EE88118,melano_SOX_clusters1863_2205_hg38,-0.22,-0.95
EE88118,HeLa_cluster1777_hg38,-0.52,-1.44
EE88118,panc_adenoca_cluster1261_hg38,-0.81,-0.77
EE88118,mammary_epithel_cluster2438_hg38,-0.63,-0.32
EE88118,hematopoietic_specific_liquorice_hg38,0.19,-0.97
EE88118,skeletal_muscle_cluster1518_hg38,0.37,-1.32
EE88118,SAEC_hg38,-0.32,0.58
EE87966,prostate_cluster2483_hg38,-0.56,-0.15
EE87966,hepatocyte_all_hg38,0.02,0.62
EE87966,colon_cluster507_hg38,-0.21,0.87
EE87966,A549_hg38,0.24,-0.18
EE87966,panc_epithel_cluster1974_hg38,1.3,0.39
EE87966,HPF_lung_fibroblast_cluster1737_hg38,0.14,-1.01
EE87966,melano_SOX_clusters1863_2205_hg38,-0.37,-0.2
EE87966,HeLa_cluster1777_hg38,1.19,0.74
EE87966,panc_adenoca_cluster1261_hg38,0.32,0.37
EE87966,mammary_epithel_cluster2438_hg38,-0.93,0.73
EE87966,hematopoietic_specific_liquorice_hg38,-1.41,1.18
EE87966,skeletal_muscle_cluster1518_hg38,1.1,-0.44
EE87966,SAEC_hg38,0.43,0.9
EE87983,prostate_cluster2483_hg38,-0.52,-0.46
EE87983,hepatocyte_all_hg38,0.32,0.71
EE87983,colon_cluster507_hg38,-1.12,-0.67
EE87983,A549_hg38,1.08,-0.67
EE87983,panc_epithel_cluster1974_hg38,0.48,-1
EE87983,HPF_lung_fibroblast_cluster1737_hg38,1.96,-0.43
EE87983,melano_SOX_clusters1863_2205_hg38,-1.1,-0.2
EE87983,HeLa_cluster1777_hg38,0.19,-1.22
EE87983,panc_adenoca_cluster1261_hg38,-0.83,0.55
EE87983,mammary_epithel_cluster2438_hg38,-0.4,0.71
EE87983,hematopoietic_specific_liquorice_hg38,-0.4,0.26
EE87983,skeletal_muscle_cluster1518_hg38,-0.73,1.2
EE87983,SAEC_hg38,0.8,0.27
EE88197,prostate_cluster2483_hg38,-1.27,0.68
EE88197,hepatocyte_all_hg38,-0.96,0.24
EE88197,colon_cluster507_hg38,-0.35,0.84
EE88197,A549_hg38,-1.74,1.9
EE88197,panc_epithel_cluster1974_hg38,-0.99,-0.27
EE88197,HPF_lung_fibroblast_cluster1737_hg38,-0.23,0.61
EE88197,melano_SOX_clusters1863_2205_hg38,-0.02,-0.99
EE88197,HeLa_cluster1777_hg38,-0.38,0.47
EE88197,panc_adenoca_cluster1261_hg38,-0.65,0.14
EE88197,mammary_epithel_cluster2438_hg38,-3.03,1.71
EE88197,hematopoietic_specific_liquorice_hg38,3.16,-7.16
EE88197,skeletal_muscle_cluster1518_hg38,-1.52,-2.33
EE88197,SAEC_hg38,-2.06,2.94
EE87817,prostate_cluster2483_hg38,-0.22,-0.86
EE87817,hepatocyte_all_hg38,0.68,-0.51
EE87817,colon_cluster507_hg38,-0.19,-0.47
EE87817,A549_hg38,0.3,-0.44
EE87817,panc_epithel_cluster1974_hg38,0.46,-1.84
EE87817,HPF_lung_fibroblast_cluster1737_hg38,1.24,-0.78
EE87817,melano_SOX_clusters1863_2205_hg38,-0.09,0.31
EE87817,HeLa_cluster1777_hg38,-0.15,-0.4
EE87817,panc_adenoca_cluster1261_hg38,-0.14,-0.61
EE87817,mammary_epithel_cluster2438_hg38,0.54,-0.21
EE87817,hematopoietic_specific_liquorice_hg38,1.98,0.27
EE87817,skeletal_muscle_cluster1518_hg38,-0.25,0.19
EE87817,SAEC_hg38,-0.37,0.2
EE88208,prostate_cluster2483_hg38,-0.27,0.35
EE88208,hepatocyte_all_hg38,1.36,-0.71
EE88208,colon_cluster507_hg38,1.55,-1.56
EE88208,A549_hg38,0.24,-1.23
EE88208,panc_epithel_cluster1974_hg38,0.44,-0.89
EE88208,HPF_lung_fibroblast_cluster1737_hg38,1.19,-0.22
EE88208,melano_SOX_clusters1863_2205_hg38,1.37,-0.93
EE88208,HeLa_cluster1777_hg38,-0.1,-1.66
EE88208,panc_adenoca_cluster1261_hg38,-0.22,0.73
EE88208,mammary_epithel_cluster2438_hg38,-0.84,-0.61
EE88208,hematopoietic_specific_liquorice_hg38,1.76,-1.29
EE88208,skeletal_muscle_cluster1518_hg38,1.18,-2.03
EE88208,SAEC_hg38,-0.81,-0.46
EE87940,prostate_cluster2483_hg38,-0.74,1.32
EE87940,hepatocyte_all_hg38,-0.05,-0.06
EE87940,colon_cluster507_hg38,0.12,0.47
EE87940,A549_hg38,-0.05,0.7
EE87940,panc_epithel_cluster1974_hg38,0.14,-0.86
EE87940,HPF_lung_fibroblast_cluster1737_hg38,-0.52,0.43
EE87940,melano_SOX_clusters1863_2205_hg38,-0.83,1.35
EE87940,HeLa_cluster1777_hg38,1.28,0.4
EE87940,panc_adenoca_cluster1261_hg38,-0.01,0.32
EE87940,mammary_epithel_cluster2438_hg38,-0.74,2.02
EE87940,hematopoietic_specific_liquorice_hg38,0.82,-1.03
EE87940,skeletal_muscle_cluster1518_hg38,0.69,-1.36
EE87940,SAEC_hg38,0.15,1.2
EE88119,prostate_cluster2483_hg38,-0.44,-0.03
EE88119,hepatocyte_all_hg38,1.04,-0.03
EE88119,colon_cluster507_hg38,0.34,0.72
EE88119,A549_hg38,0.8,1.41
EE88119,panc_epithel_cluster1974_hg38,0.86,-1.53
EE88119,HPF_lung_fibroblast_cluster1737_hg38,1.03,0.3
EE88119,melano_SOX_clusters1863_2205_hg38,0.16,-1.1
EE88119,HeLa_cluster1777_hg38,0.05,-2.26
EE88119,panc_adenoca_cluster1261_hg38,-0.77,0.45
EE88119,mammary_epithel_cluster2438_hg38,1.79,-2.08
EE88119,hematopoietic_specific_liquorice_hg38,1.91,-1.53
EE88119,skeletal_muscle_cluster1518_hg38,0.76,-0.47
EE88119,SAEC_hg38,-0.14,0.24
EE88319,prostate_cluster2483_hg38,-4.72,2.11
EE88319,hepatocyte_all_hg38,-4.68,4.06
EE88319,colon_cluster507_hg38,0.46,-0.59
EE88319,A549_hg38,-6.56,5.1
EE88319,panc_epithel_cluster1974_hg38,-2.46,0
EE88319,HPF_lung_fibroblast_cluster1737_hg38,-0.17,-0.29
EE88319,melano_SOX_clusters1863_2205_hg38,0.44,-0.03
EE88319,HeLa_cluster1777_hg38,-2.1,0.4
EE88319,panc_adenoca_cluster1261_hg38,1.22,0.41
EE88319,mammary_epithel_cluster2438_hg38,-0.99,-0.68
EE88319,hematopoietic_specific_liquorice_hg38,4.99,-3.99
EE88319,skeletal_muscle_cluster1518_hg38,-1.12,0.15
EE88319,SAEC_hg38,-0.21,1.71
EE88108,prostate_cluster2483_hg38,-0.16,-0.64
EE88108,hepatocyte_all_hg38,-0.08,-0.85
EE88108,colon_cluster507_hg38,0.89,-1.47
EE88108,A549_hg38,-0.18,-0.7
EE88108,panc_epithel_cluster1974_hg38,0.31,-1.7
EE88108,HPF_lung_fibroblast_cluster1737_hg38,0.81,-2.02
EE88108,melano_SOX_clusters1863_2205_hg38,0.04,-0.91
EE88108,HeLa_cluster1777_hg38,0.11,-1.67
EE88108,panc_adenoca_cluster1261_hg38,0.06,-0.64
EE88108,mammary_epithel_cluster2438_hg38,0.46,-1.43
EE88108,hematopoietic_specific_liquorice_hg38,-0.93,0.71
EE88108,skeletal_muscle_cluster1518_hg38,0.26,-0.96
EE88108,SAEC_hg38,0.54,-1.31
EE87928,prostate_cluster2483_hg38,0.01,0.82
EE87928,hepatocyte_all_hg38,0.01,0.32
EE87928,colon_cluster507_hg38,1.79,-0.3
EE87928,A549_hg38,-0.18,-0.71
EE87928,panc_epithel_cluster1974_hg38,0.67,-0.21
EE87928,HPF_lung_fibroblast_cluster1737_hg38,0.59,0.31
EE87928,melano_SOX_clusters1863_2205_hg38,0.24,0
EE87928,HeLa_cluster1777_hg38,-0.82,0.14
EE87928,panc_adenoca_cluster1261_hg38,-0.26,0.41
EE87928,mammary_epithel_cluster2438_hg38,-0.04,-0.1
EE87928,hematopoietic_specific_liquorice_hg38,-0.42,0.69
EE87928,skeletal_muscle_cluster1518_hg38,0.14,-1.14
