sample,region-set,Dip_area,Dip_depth
EE88104,hematopoietic_specific_liquorice_hg38,-1.14,0.09
EE88104,skeletal_muscle_cluster1518_hg38,1.45,-0.22
EE88104,SAEC_hg38,-0.04,0.27
EE87987,prostate_cluster2483_hg38,0.08,-0.56
EE87987,hepatocyte_all_hg38,0.06,-0.73
EE87987,colon_cluster507_hg38,0.44,-0.49
EE87987,A549_hg38,0.23,-0.87
EE87987,panc_epithel_cluster1974_hg38,0.33,-0.98
EE87987,HPF_lung_fibroblast_cluster1737_hg38,0.05,-0.71
EE87987,melano_SOX_clusters1863_2205_hg38,-0.29,-1.08
EE87987,HeLa_cluster1777_hg38,0.4,-1.26
EE87987,panc_adenoca_cluster1261_hg38,0.2,-1.26
EE87987,mammary_epithel_cluster2438_hg38,1.41,-1.52
EE87987,hematopoietic_specific_liquorice_hg38,0.21,-0.67
EE87987,skeletal_muscle_cluster1518_hg38,-0.1,-0.49
EE87987,SAEC_hg38,0.16,-0.3
EE87964,prostate_cluster2483_hg38,-1.27,-1.17
EE87964,hepatocyte_all_hg38,-0.4,-0.3
EE87964,colon_cluster507_hg38,-0.81,-0.82
EE87964,A549_hg38,-0.34,-0.31
EE87964,panc_epithel_cluster1974_hg38,-1.16,0.49
EE87964,HPF_lung_fibroblast_cluster1737_hg38,1.63,-0.32
EE87964,melano_SOX_clusters1863_2205_hg38,0.03,-0.18
EE87964,HeLa_cluster1777_hg38,0.39,0.33
EE87964,panc_adenoca_cluster1261_hg38,-0.64,0.76
EE87964,mammary_epithel_cluster2438_hg38,-0.27,-0.28
EE87964,hematopoietic_specific_liquorice_hg38,-0.26,-0.03
EE87964,skeletal_muscle_cluster1518_hg38,1.18,-0.51
EE87964,SAEC_hg38,1.21,0.77
EE88255,prostate_cluster2483_hg38,0.45,0.56
EE88255,hepatocyte_all_hg38,2.14,-1.15
EE88255,colon_cluster507_hg38,0.71,0.31
EE88255,A549_hg38,1.41,-0.88
EE88255,panc_epithel_cluster1974_hg38,0.54,0.51
EE88255,HPF_lung_fibroblast_cluster1737_hg38,0.4,0.5
EE88255,melano_SOX_clusters1863_2205_hg38,0.41,0.36
EE88255,HeLa_cluster1777_hg38,0.17,0.41
EE88255,panc_adenoca_cluster1261_hg38,-1.95,2.92
EE88255,mammary_epithel_cluster2438_hg38,0.88,-1.22
EE88255,hematopoietic_specific_liquorice_hg38,-1.31,2.49
EE88255,skeletal_muscle_cluster1518_hg38,0.94,1.48
EE88255,SAEC_hg38,0.57,-0.31
EE88291,prostate_cluster2483_hg38,0.94,-1.22
EE88291,hepatocyte_all_hg38,0.75,-2.6
EE88291,colon_cluster507_hg38,0.97,-2.42
EE88291,A549_hg38,0.39,-1.44
EE88291,panc_epithel_cluster1974_hg38,0.97,-2.83
EE88291,HPF_lung_fibroblast_cluster1737_hg38,0.83,-2.83
EE88291,melano_SOX_clusters1863_2205_hg38,-0.18,-1.86
EE88291,HeLa_cluster1777_hg38,1.01,-3.19
EE88291,panc_adenoca_cluster1261_hg38,1.34,-0.4
EE88291,mammary_epithel_cluster2438_hg38,-0.35,-4.34
EE88291,hematopoietic_specific_liquorice_hg38,-0.37,-0.46
EE88291,skeletal_muscle_cluster1518_hg38,0.26,-3.66
EE88291,SAEC_hg38,1.06,-0.07
EE88225,prostate_cluster2483_hg38,0.88,-0.09
EE88225,hepatocyte_all_hg38,-1.15,0.47
EE88225,colon_cluster507_hg38,-0.17,0.1
EE88225,A549_hg38,1.29,-1.19
EE88225,panc_epithel_cluster1974_hg38,-1.54,0.39
EE88225,HPF_lung_fibroblast_cluster1737_hg38,0.55,0.09
EE88225,melano_SOX_clusters1863_2205_hg38,-1.88,1.1
EE88225,HeLa_cluster1777_hg38,0.16,-1.04
EE88225,panc_adenoca_cluster1261_hg38,-1.97,0.96
EE88225,mammary_epithel_cluster2438_hg38,0.32,-0.01
EE88225,hematopoietic_specific_liquorice_hg38,1.35,-0.9
EE88225,skeletal_muscle_cluster1518_hg38,3.08,-1.89
EE88225,SAEC_hg38,-0.2,0.46
EE87956,prostate_cluster2483_hg38,1.25,-0.32
EE87956,hepatocyte_all_hg38,-0.41,0.42
EE87956,colon_cluster507_hg38,1.29,-1.47
EE87956,A549_hg38,0.6,-0.27
EE87956,panc_epithel_cluster1974_hg38,0.13,0.78
EE87956,HPF_lung_fibroblast_cluster1737_hg38,-1.47,-0.65
EE87956,melano_SOX_clusters1863_2205_hg38,0.99,1.38
EE87956,HeLa_cluster1777_hg38,0.81,-0.31
EE87956,panc_adenoca_cluster1261_hg38,0.19,-1.72
EE87956,mammary_epithel_cluster2438_hg38,0.55,-0.5
EE87956,hematopoietic_specific_liquorice_hg38,-0.11,-0.12
EE87956,skeletal_muscle_cluster1518_hg38,-0.49,0.26
EE87956,SAEC_hg38,1.2,0.13
EE88075,prostate_cluster2483_hg38,0.61,0.88
EE88075,hepatocyte_all_hg38,1.24,-1.19
EE88075,colon_cluster507_hg38,0.79,-0.47
EE88075,A549_hg38,0.28,-0.85
EE88075,panc_epithel_cluster1974_hg38,1.75,-0.62
EE88075,HPF_lung_fibroblast_cluster1737_hg38,-0.92,1.2
EE88075,melano_SOX_clusters1863_2205_hg38,1.89,0.03
EE88075,HeLa_cluster1777_hg38,-0.31,0.73
EE88075,panc_adenoca_cluster1261_hg38,0.42,0.29
EE88075,mammary_epithel_cluster2438_hg38,-2.47,0.43
EE88075,hematopoietic_specific_liquorice_hg38,0.78,-0.46
EE88075,skeletal_muscle_cluster1518_hg38,-1.21,1.28
EE88075,SAEC_hg38,-1.66,1.78
EE88072,prostate_cluster2483_hg38,-1.34,-0.1
EE88072,hepatocyte_all_hg38,-1.41,0.58
EE88072,colon_cluster507_hg38,0.04,-0.34
EE88072,A549_hg38,-0.37,0.22
EE88072,panc_epithel_cluster1974_hg38,1.37,-0.64
EE88072,HPF_lung_fibroblast_cluster1737_hg38,-0.95,0.47
EE88072,melano_SOX_clusters1863_2205_hg38,0.37,0.33
EE88072,HeLa_cluster1777_hg38,-1.22,-0.79
EE88072,panc_adenoca_cluster1261_hg38,-1.45,-2.99
EE88072,mammary_epithel_cluster2438_hg38,1.16,-1.4
EE88072,hematopoietic_specific_liquorice_hg38,1.22,-0.96
EE88072,skeletal_muscle_cluster1518_hg38,-0.39,-0.22
EE88072,SAEC_hg38,0.33,0.92
EE88029,prostate_cluster2483_hg38,0.1,0
EE88029,hepatocyte_all_hg38,-1.7,2.21
EE88029,colon_cluster507_hg38,-0.69,3.7
EE88029,A549_hg38,1.28,1.19
EE88029,panc_epithel_cluster1974_hg38,-0.96,3.68
EE88029,HPF_lung_fibroblast_cluster1737_hg38,-0.36,2.09
EE88029,melano_SOX_clusters1863_2205_hg38,-1.72,2.6
EE88029,HeLa_cluster1777_hg38,-2.98,3.9
EE88029,panc_adenoca_cluster1261_hg38,0.14,2.09
EE88029,mammary_epithel_cluster2438_hg38,-1.47,1.73
EE88029,hematopoietic_specific_liquorice_hg38,0.46,-1.78
EE88029,skeletal_muscle_cluster1518_hg38,3.77,-1.43
EE88029,SAEC_hg38,-1.94,1.72
EE88125,prostate_cluster2483_hg38,1.97,0.1
EE88125,hepatocyte_all_hg38,1.07,-1.03
EE88125,colon_cluster507_hg38,1.21,0.06
EE88125,A549_hg38,0,-0.8
EE88125,panc_epithel_cluster1974_hg38,0.3,0.24
EE88125,HPF_lung_fibroblast_cluster1737_hg38,-1.85,0.27
EE88125,melano_SOX_clusters1863_2205_hg38,-0.41,0.02
EE88125,HeLa_cluster1777_hg38,1.73,-0.63
EE88125,panc_adenoca_cluster1261_hg38,0.6,0.36
EE88125,mammary_epithel_cluster2438_hg38,-1.06,-0.7
EE88125,hematopoietic_specific_liquorice_hg38,-0.47,1.52
EE88125,skeletal_muscle_cluster1518_hg38,0.13,-0.05
EE88125,SAEC_hg38,-1.09,0.77
EE87856,prostate_cluster2483_hg38,-0.39,-1.56
EE87856,hepatocyte_all_hg38,-0.27,0.26
EE87856,colon_cluster507_hg38,-0.26,0.65
EE87856,A549_hg38,-0.69,0.72
EE87856,panc_epithel_cluster1974_hg38,1.59,1.11
EE87856,HPF_lung_fibroblast_cluster1737_hg38,0.44,0.19
EE87856,melano_SOX_clusters1863_2205_hg38,0.64,0.07
EE87856,HeLa_cluster1777_hg38,0.77,0.18
EE87856,panc_adenoca_cluster1261_hg38,1.35,-0.29
EE87856,mammary_epithel_cluster2438_hg38,-0.23,0.29
EE87856,hematopoietic_specific_liquorice_hg38,1.94,-3.13
EE87856,skeletal_muscle_cluster1518_hg38,0.51,0.46
EE87856,SAEC_hg38,-0.36,-0.52
EE88260,prostate_cluster2483_hg38,0.87,-0.48
EE88260,hepatocyte_all_hg38,0.66,0.09
EE88260,colon_cluster507_hg38,-0.97,0.72
EE88260,A549_hg38,1.81,-0.83
EE88260,panc_epithel_cluster1974_hg38,2.64,-1.37
EE88260,HPF_lung_fibroblast_cluster1737_hg38,0.3,-0.16
EE88260,melano_SOX_clusters1863_2205_hg38,0.02,-0.47
EE88260,HeLa_cluster1777_hg38,1.01,-0.61
EE88260,panc_adenoca_cluster1261_hg38,2.26,-0.09
EE88260,mammary_epithel_cluster2438_hg38,2.07,-3.73
EE88260,hematopoietic_specific_liquorice_hg38,0.51,0.31
EE88260,skeletal_muscle_cluster1518_hg38,1.14,-0.49
EE88260,SAEC_hg38,0.71,1.51
EE88280,prostate_cluster2483_hg38,-4.34,0.6
EE88280,hepatocyte_all_hg38,-8.42,4.66
EE88280,colon_cluster507_hg38,0.2,-0.44
EE88280,A549_hg38,-5.23,4.75
EE88280,panc_epithel_cluster1974_hg38,-5.41,1.73
EE88280,HPF_lung_fibroblast_cluster1737_hg38,1.08,-0.23
EE88280,melano_SOX_clusters1863_2205_hg38,0.7,0.12
EE88280,HeLa_cluster1777_hg38,-2.15,1.23
EE88280,panc_adenoca_cluster1261_hg38,1.62,-2.12
EE88280,mammary_epithel_cluster2438_hg38,-0.73,-1.32
EE88280,hematopoietic_specific_liquorice_hg38,2.89,-3.38
EE88280,skeletal_muscle_cluster1518_hg38,-1.28,0.4
EE88280,SAEC_hg38,0,-2.41
EE88258,prostate_cluster2483_hg38,-1.25,0.21
EE88258,hepatocyte_all_hg38,-1.23,0.22
EE88258,colon_cluster507_hg38,0.35,-1.44
EE88258,A549_hg38,-3.66,1.51
EE88258,panc_epithel_cluster1974_hg38,-1.8,-0.04
EE88258,HPF_lung_fibroblast_cluster1737_hg38,-0.48,-1.51
EE88258,melano_SOX_clusters1863_2205_hg38,-0.91,-1.39
EE88258,HeLa_cluster1777_hg38,-0.97,0.19
EE88258,panc_adenoca_cluster1261_hg38,-0.95,-0.63
EE88258,mammary_epithel_cluster2438_hg38,-3.45,0.89
EE88258,hematopoietic_specific_liquorice_hg38,1.3,-0.83
EE88258,skeletal_muscle_cluster1518_hg38,0.39,-0.78
EE88258,SAEC_hg38,-4.31,2.52
EE88315,prostate_cluster2483_hg38,0.22,-1.47
EE88315,hepatocyte_all_hg38,0.18,-0.3
EE88315,colon_cluster507_hg38,1.28,-0.06
EE88315,A549_hg38,2.01,0.14
EE88315,panc_epithel_cluster1974_hg38,0.02,0.55
EE88315,HPF_lung_fibroblast_cluster1737_hg38,-0.75,-0.57
EE88315,melano_SOX_clusters1863_2205_hg38,0.18,1.77
EE88315,HeLa_cluster1777_hg38,0,0.38
EE88315,panc_adenoca_cluster1261_hg38,-0.46,-0.6
EE88315,mammary_epithel_cluster2438_hg38,-0.39,0.79
EE88315,hematopoietic_specific_liquorice_hg38,0.54,-0.68
EE88315,skeletal_muscle_cluster1518_hg38,0.71,0.14
EE88315,SAEC_hg38,0.23,0.98
EE88047,prostate_cluster2483_hg38,0.06,-0.24
EE88047,hepatocyte_all_hg38,1.08,-0.19
EE88047,colon_cluster507_hg38,-1.37,1.62
EE88047,A549_hg38,-1.2,1.37
EE88047,panc_epithel_cluster1974_hg38,-1.05,0.06
EE88047,HPF_lung_fibroblast_cluster1737_hg38,1.28,0.78
EE88047,melano_SOX_clusters1863_2205_hg38,0.36,-1.28
EE88047,HeLa_cluster1777_hg38,-0.17,0.28
EE88047,panc_adenoca_cluster1261_hg38,0.23,-0.51
EE88047,mammary_epithel_cluster2438_hg38,-0.16,0.46
EE88047,hematopoietic_specific_liquorice_hg38,-0.94,0.19
EE88047,skeletal_muscle_cluster1518_hg38,0.3,1.68
EE88047,SAEC_hg38,-0.75,-0.1
EE88312,prostate_cluster2483_hg38,-1.22,1.09
EE88312,hepatocyte_all_hg38,-2.27,1.55
EE88312,colon_cluster507_hg38,-0.26,-0.12
EE88312,A549_hg38,-2.85,2.71
EE88312,panc_epithel_cluster1974_hg38,0.31,0.53
EE88312,HPF_lung_fibroblast_cluster1737_hg38,-1.71,-0.06
EE88312,melano_SOX_clusters1863_2205_hg38,-1.88,-0.64
EE88312,HeLa_cluster1777_hg38,-1.19,0.33
EE88312,panc_adenoca_cluster1261_hg38,-1.11,-0.37
EE88312,mammary_epithel_cluster2438_hg38,1.08,-0.08
EE88312,hematopoietic_specific_liquorice_hg38,1.24,-0.27
EE88312,skeletal_muscle_cluster1518_hg38,-0.03,-0.95
EE88312,SAEC_hg38,-0.75,0.05
EE88025,prostate_cluster2483_hg38,0.55,-1.3
EE88025,hepatocyte_all_hg38,0.4,-1.23
EE88025,colon_cluster507_hg38,1.7,0.18
EE88025,A549_hg38,-0.35,0.24
EE88025,panc_epithel_cluster1974_hg38,0.31,-0.34
EE88025,HPF_lung_fibroblast_cluster1737_hg38,0.93,0.21
EE88025,melano_SOX_clusters1863_2205_hg38,-0.36,0.6
EE88025,HeLa_cluster1777_hg38,0.53,-0.03
EE88025,panc_adenoca_cluster1261_hg38,1.02,1.67
EE88025,mammary_epithel_cluster2438_hg38,-0.25,-0.6
EE88025,hematopoietic_specific_liquorice_hg38,2.54,-1.66
EE88025,skeletal_muscle_cluster1518_hg38,0.39,-0.42
EE88025,SAEC_hg38,-0.15,-1.71
EE88002,prostate_cluster2483_hg38,-0.37,0.79
EE88002,hepatocyte_all_hg38,-1.58,0.93
EE88002,colon_cluster507_hg38,-0.66,0.92
EE88002,A549_hg38,0.39,-0.22
EE88002,panc_epithel_cluster1974_hg38,-0.44,0.91
EE88002,HPF_lung_fibroblast_cluster1737_hg38,1.07,-0.03
EE88002,melano_SOX_clusters1863_2205_hg38,1.22,0.08
EE88002,HeLa_cluster1777_hg38,-0.65,1.45
EE88002,panc_adenoca_cluster1261_hg38,-0.33,0.71
EE88002,mammary_epithel_cluster2438_hg38,0.34,-0.81
EE88002,hematopoietic_specific_liquorice_hg38,-0.37,-0.7
EE88002,skeletal_muscle_cluster1518_hg38,-1.46,1.58
EE88002,SAEC_hg38,-2.42,0.5
EE87924,prostate_cluster2483_hg38,0.65,0.34
EE87924,hepatocyte_all_hg38,0.45,0.31
EE87924,colon_cluster507_hg38,0.86,0.69
EE87924,A549_hg38,-0.46,0.11
EE87924,panc_epithel_cluster1974_hg38,0.78,0.4
EE87924,HPF_lung_fibroblast_cluster1737_hg38,1.11,0.41
EE87924,melano_SOX_clusters1863_2205_hg38,-1.64,1.08
EE87924,HeLa_cluster1777_hg38,-1.51,0.81
EE87924,panc_adenoca_cluster1261_hg38,-0.69,-1.15
EE87924,mammary_epithel_cluster2438_hg38,0.6,-0.6
EE87924,hematopoietic_specific_liquorice_hg38,-0.06,0.24
EE87924,skeletal_muscle_cluster1518_hg38,0.16,-0.35
EE87924,SAEC_hg38,-0.64,0.28
EE88050,prostate_cluster2483_hg38,0.3,-1.43
EE88050,hepatocyte_all_hg38,-1.62,-0.24
EE88050,colon_cluster507_hg38,-0.7,0.58
EE88050,A549_hg38,-0.71,0.41
EE88050,panc_epithel_cluster1974_hg38,-0.06,0.33
EE88050,HPF_lung_fibroblast_cluster1737_hg38,-0.64,0.84
EE88050,melano_SOX_clusters1863_2205_hg38,0.92,-1.24
EE88050,HeLa_cluster1777_hg38,-0.87,0.51
EE88050,panc_adenoca_cluster1261_hg38,1.99,0.19
EE88050,mammary_epithel_cluster2438_hg38,-0.39,-0.26
EE88050,hematopoietic_specific_liquorice_hg38,0.81,-0.19
EE88050,skeletal_muscle_cluster1518_hg38,1.48,0.22
EE88050,SAEC_hg38,-1.63,1.97
EE87824,prostate_cluster2483_hg38,-0.2,0.01
EE87824,hepatocyte_all_hg38,1.56,-0.25
EE87824,colon_cluster507_hg38,0.93,-1.31
EE87824,A549_hg38,0.33,0.2
EE87824,panc_epithel_cluster1974_hg38,-0.22,0.24
EE87824,HPF_lung_fibroblast_cluster1737_hg38,0.43,0.19
EE87824,melano_SOX_clusters1863_2205_hg38,-1.17,-0.46
EE87824,HeLa_cluster1777_hg38,-0.18,0.56
EE87824,panc_adenoca_cluster1261_hg38,0.78,-1.7
EE87824,mammary_epithel_cluster2438_hg38,0.23,-0.95
EE87824,hematopoietic_specific_liquorice_hg38,1.59,-1.13
EE87824,skeletal_muscle_cluster1518_hg38,-3.17,-1.61
EE87824,SAEC_hg38,0.06,0.07
EE88071,prostate_cluster2483_hg38,0.53,-0.35
EE88071,hepatocyte_all_hg38,-2.11,0.65
EE88071,colon_cluster507_hg38,0.35,0.56
EE88071,A549_hg38,-0.23,0.85
EE88071,panc_epithel_cluster1974_hg38,-0.22,-0.09
EE88071,HPF_lung_fibroblast_cluster1737_hg38,-0.94,-1.11
EE88071,melano_SOX_clusters1863_2205_hg38,0.26,-0.5
EE88071,HeLa_cluster1777_hg38,-0.89,1.25
EE88071,panc_adenoca_cluster1261_hg38,-0.19,0.39
EE88071,mammary_epithel_cluster2438_hg38,0.21,-0.1
EE88071,hematopoietic_specific_liquorice_hg38,-0.17,-0.99
EE88071,skeletal_muscle_cluster1518_hg38,-0.18,0.06
EE88071,SAEC_hg38,-0.88,1.5
EE88077,prostate_cluster2483_hg38,-0.79,-1.11
EE88077,hepatocyte_all_hg38,-0.23,0.71
EE88077,colon_cluster507_hg38,-1.24,0.12
EE88077,A549_hg38,-0.1,0.33
EE88077,panc_epithel_cluster1974_hg38,-0.48,0.55
EE88077,HPF_lung_fibroblast_cluster1737_hg38,0.73,-0.48
EE88077,melano_SOX_clusters1863_2205_hg38,1.08,0.34
EE88077,HeLa_cluster1777_hg38,-1.58,0.84
EE88077,panc_adenoca_cluster1261_hg38,-1.76,1.36
EE88077,mammary_epithel_cluster2438_hg38,-0.08,0.23
EE88077,hematopoietic_specific_liquorice_hg38,0.46,-0.16
EE88077,skeletal_muscle_cluster1518_hg38,0.36,-0.46
EE88077,SAEC_hg38,0.23,-0.53
EE88283,prostate_cluster2483_hg38,0.69,-1.34
EE88283,hepatocyte_all_hg38,-0.26,0.6
EE88283,colon_cluster507_hg38,1.28,-0.34
EE88283,A549_hg38,1.31,-1.13
EE88283,panc_epithel_cluster1974_hg38,0.83,-0.09
EE88283,HPF_lung_fibroblast_cluster1737_hg38,-1.23,-0.31
EE88283,melano_SOX_clusters1863_2205_hg38,0.35,0.09
EE88283,HeLa_cluster1777_hg38,1.14,-0.11
EE88283,panc_adenoca_cluster1261_hg38,0.08,-0.7
EE88283,mammary_epithel_cluster2438_hg38,0.09,0.58
EE88283,hematopoietic_specific_liquorice_hg38,0.91,-0.75
EE88283,skeletal_muscle_cluster1518_hg38,-0.25,0.68
EE88283,SAEC_hg38,0.65,1.41
EE88282,prostate_cluster2483_hg38,-1.04,-0.67
EE88282,hepatocyte_all_hg38,-1.19,1.15
EE88282,colon_cluster507_hg38,0.41,-0.79
EE88282,A549_hg38,-0.53,0.17
EE88282,panc_epithel_cluster1974_hg38,-0.47,1.27
EE88282,HPF_lung_fibroblast_cluster1737_hg38,-0.58,0.26
EE88282,melano_SOX_clusters1863_2205_hg38,1.33,-0.2
EE88282,HeLa_cluster1777_hg38,-1.21,0.71
EE88282,panc_adenoca_cluster1261_hg38,0.4,-0.55
EE88282,mammary_epithel_cluster2438_hg38,-0.34,-0.71
EE88282,hematopoietic_specific_liquorice_hg38,0.59,0.39
EE88282,skeletal_muscle_cluster1518_hg38,-0.12,-0.21
EE88282,SAEC_hg38,0.25,-0.19
EE88290,prostate_cluster2483_hg38,1.87,-0.69
EE88290,hepatocyte_all_hg38,1.75,-1.53
EE88290,colon_cluster507_hg38,0.82,0.14
EE88290,A549_hg38,0.43,0.52
EE88290,panc_epithel_cluster1974_hg38,0.03,-0.79
EE88290,HPF_lung_fibroblast_cluster1737_hg38,-0.13,-1
EE88290,melano_SOX_clusters1863_2205_hg38,-0.38,-1.11
EE88290,HeLa_cluster1777_hg38,-0.14,-0.13
EE88290,panc_adenoca_cluster1261_hg38,0.02,-0.27
EE88290,mammary_epithel_cluster2438_hg38,0.39,-0.09
EE88290,hematopoietic_specific_liquorice_hg38,-0.27,1.36
EE88290,skeletal_muscle_cluster1518_hg38,-0.13,-1.03
EE88290,SAEC_hg38,0.64,0.66
EE88137,prostate_cluster2483_hg38,-1.39,-1.38
EE88137,hepatocyte_all_hg38,-0.26,-3.32
EE88137,colon_cluster507_hg38,-0.74,0.43
EE88137,A549_hg38,-1.13,0.12
EE88137,panc_epithel_cluster1974_hg38,-0.07,0.16
EE88137,HPF_lung_fibroblast_cluster1737_hg38,-0.35,-0.65
EE88137,melano_SOX_clusters1863_2205_hg38,0.16,0.83
EE88137,HeLa_cluster1777_hg38,1.35,0.18
EE88137,panc_adenoca_cluster1261_hg38,-1.75,-1.9
EE88137,mammary_epithel_cluster2438_hg38,-1.27,0.77
EE88137,hematopoietic_specific_liquorice_hg38,1.37,-0.81
EE88137,skeletal_muscle_cluster1518_hg38,-0.7,-0.5
EE88137,SAEC_hg38,1.04,-0.78
EE88252,prostate_cluster2483_hg38,-0.84,-0.32
EE88252,hepatocyte_all_hg38,0.35,0.51
EE88252,colon_cluster507_hg38,0.48,0.66
EE88252,A549_hg38,1.36,1.08
EE88252,panc_epithel_cluster1974_hg38,-0.6,-0.15
EE88252,HPF_lung_fibroblast_cluster1737_hg38,1.64,0.4
EE88252,melano_SOX_clusters1863_2205_hg38,0.82,-0.85
EE88252,HeLa_cluster1777_hg38,-0.04,-0.82
EE88252,panc_adenoca_cluster1261_hg38,0.29,0.19
EE88252,mammary_epithel_cluster2438_hg38,-0.45,0.92
EE88252,hematopoietic_specific_liquorice_hg38,0.79,0.94
EE88252,skeletal_muscle_cluster1518_hg38,-1.17,-0.47
EE88252,SAEC_hg38,0.17,0.32
EE88059,prostate_cluster2483_hg38,0.25,-0.21
EE88059,hepatocyte_all_hg38,1.91,0.15
EE88059,colon_cluster507_hg38,0.18,0
EE88059,A549_hg38,-0.69,-0.1
EE88059,panc_epithel_cluster1974_hg38,-1.6,-0.03
EE88059,HPF_lung_fibroblast_cluster1737_hg38,-1.33,-0.16
EE88059,melano_SOX_clusters1863_2205_hg38,0.76,0.45
EE88059,HeLa_cluster1777_hg38,-0.66,0.59
EE88059,panc_adenoca_cluster1261_hg38,0.32,-1.52
EE88059,mammary_epithel_cluster2438_hg38,0.35,1.05
EE88059,hematopoietic_specific_liquorice_hg38,-0.28,-0.68
EE88059,skeletal_muscle_cluster1518_hg38,-1.26,1.41
EE88059,SAEC_hg38,0.76,0.82
EE87969,prostate_cluster2483_hg38,-1.91,0.27
EE87969,hepatocyte_all_hg38,0.99,0.02
EE87969,colon_cluster507_hg38,-0.22,-0.28
EE87969,A549_hg38,0.28,0.66
EE87969,panc_epithel_cluster1974_hg38,1.13,-1.74
EE87969,HPF_lung_fibroblast_cluster1737_hg38,-1.75,0.25
EE87969,melano_SOX_clusters1863_2205_hg38,-1.27,-0.37
EE87969,HeLa_cluster1777_hg38,-0.06,-0.59
EE87969,panc_adenoca_cluster1261_hg38,0.47,-0.11
EE87969,mammary_epithel_cluster2438_hg38,-0.71,1.7
EE87969,hematopoietic_specific_liquorice_hg38,-0.97,1.51
EE87969,skeletal_muscle_cluster1518_hg38,-2.29,1.41
EE87969,SAEC_hg38,-1.35,0
EE88316,prostate_cluster2483_hg38,1.05,-0.12
EE88316,hepatocyte_all_hg38,1.34,-2.09
EE88316,colon_cluster507_hg38,0.83,-1.13
EE88316,A549_hg38,-0.43,-0.45
EE88316,panc_epithel_cluster1974_hg38,1.62,0.28
EE88316,HPF_lung_fibroblast_cluster1737_hg38,0.65,0.11
EE88316,melano_SOX_clusters1863_2205_hg38,-0.66,1.19
EE88316,HeLa_cluster1777_hg38,-1.53,-0.79
EE88316,panc_adenoca_cluster1261_hg38,0.8,-0.04
EE88316,mammary_epithel_cluster2438_hg38,-0.18,1.2
EE88316,hematopoietic_specific_liquorice_hg38,0.73,0.79
EE88316,skeletal_muscle_cluster1518_hg38,1.84,-0.78
EE88316,SAEC_hg38,-0.27,1.15
EE88239,prostate_cluster2483_hg38,-0.32,0.84
EE88239,hepatocyte_all_hg38,-0.93,-0.23
EE88239,colon_cluster507_hg38,0.79,-0.6
EE88239,A549_hg38,0.88,-0.64
EE88239,panc_epithel_cluster1974_hg38,-0.77,1.57
EE88239,HPF_lung_fibroblast_cluster1737_hg38,0.23,-0.69
EE88239,melano_SOX_clusters1863_2205_hg38,1.11,-1.09
EE88239,HeLa_cluster1777_hg38,-0.64,-0.64
EE88239,panc_adenoca_cluster1261_hg38,1.3,-1.9
EE88239,mammary_epithel_cluster2438_hg38,0.55,-0.49
EE88239,hematopoietic_specific_liquorice_hg38,-0.13,-0.19
EE88239,skeletal_muscle_cluster1518_hg38,-0.6,-0.72
EE88239,SAEC_hg38,-0.66,-0.1
EE88171,prostate_cluster2483_hg38,-0.56,0.2
EE88171,hepatocyte_all_hg38,0.32,0.89
EE88171,colon_cluster507_hg38,-0.21,-0.11
EE88171,A549_hg38,0.32,-0.22
EE88171,panc_epithel_cluster1974_hg38,0.03,0.13
EE88171,HPF_lung_fibroblast_cluster1737_hg38,0.61,-1.34
EE88171,melano_SOX_clusters1863_2205_hg38,-0.25,-0.12
EE88171,HeLa_cluster1777_hg38,0.75,-1.08
EE88171,panc_adenoca_cluster1261_hg38,-1.96,1.18
EE88171,mammary_epithel_cluster2438_hg38,-0.68,-2.66
EE88171,hematopoietic_specific_liquorice_hg38,-1.06,-0.03
EE88171,skeletal_muscle_cluster1518_hg38,-0.06,-1.05
EE88171,SAEC_hg38,-2.64,-0.92
EE87843,prostate_cluster2483_hg38,-0.02,0.51
EE87843,hepatocyte_all_hg38,-0.38,0.25
EE87843,colon_cluster507_hg38,0,0.38
EE87843,A549_hg38,-0.51,0.3
EE87843,panc_epithel_cluster1974_hg38,-0.76,-0.96
EE87843,HPF_lung_fibroblast_cluster1737_hg38,0.72,-1.36
EE87843,melano_SOX_clusters1863_2205_hg38,2.08,0.15
EE87843,HeLa_cluster1777_hg38,1.65,-0.22
EE87843,panc_adenoca_cluster1261_hg38,-0.44,1.98
EE87843,mammary_epithel_cluster2438_hg38,-0.13,-1.51
EE87843,hematopoietic_specific_liquorice_hg38,0.09,-0.87
EE87843,skeletal_muscle_cluster1518_hg38,-0.53,-0.28
EE87843,SAEC_hg38,0.68,-0.58
EE88304,prostate_cluster2483_hg38,-0.45,-0.35
EE88304,hepatocyte_all_hg38,-0.81,0.18
EE88304,colon_cluster507_hg38,-0.19,-1.64
EE88304,A549_hg38,-1.7,1.66
EE88304,panc_epithel_cluster1974_hg38,0.77,-2.46
EE88304,HPF_lung_fibroblast_cluster1737_hg38,-0.21,-1.92
EE88304,melano_SOX_clusters1863_2205_hg38,0.85,-2.84
EE88304,HeLa_cluster1777_hg38,-0.92,-1.3
EE88304,panc_adenoca_cluster1261_hg38,-0.25,-2.69
EE88304,mammary_epithel_cluster2438_hg38,-0.75,-1.69
EE88304,hematopoietic_specific_liquorice_hg38,0,-0.11
EE88304,skeletal_muscle_cluster1518_hg38,0.76,-2.27
EE88304,SAEC_hg38,-1.76,0.4
