length,EE88183,EE88184,EE88185,EE88186,EE88187,EE88188,EE88189,EE88190,EE88191,EE88192,EE88193,EE88194,EE88195,EE88196,EE88197,EE88198,EE88199,EE88200,EE88201,EE88202,EE88203,EE88204,EE88205,EE88206,EE88207,EE88208,EE88209,EE88210,EE88211,EE88212,EE88213,EE88214,EE88215,EE88216,EE88217,EE88218,EE88219,EE88220,EE88221,EE88222,EE88223,EE88224,EE88225,EE88226,EE88227,EE88228,EE88229,EE88230,EE88231,EE88232,EE88233,EE88234,EE88235,EE88236,EE88237,EE88238,EE88239,EE88240,EE88241,EE88242,EE88243,EE88244,EE88245,EE88246,EE88247,EE88248,EE88249,EE88250,EE88251,EE88252,EE88253,EE88254,EE88255,EE88256,EE88257,EE88258,EE88259,EE88260,EE88261
192,178525,168303,215273,229917,159393,159455,172031,225934,190797,412203,76731,85907,187048,220204,260007,56494,85836,124092,101439,262594,92019,101697,70666,37551,83629,152718,41011,242725,144925,78415,208090,155159,225938,217418,61935,62184,70900,279306,249977,185252,210851,196774,211890,170962,237137,198204,231170,219003,194433,238787,223000,172482,246120,233395,238298,329200,318443,250906,219057,253720,234944,208076,239763,212841,325287,213479,260382,173156,221630,125633,181246,112643,156533,274483,182157,197562,149134,177457,181822
193,161017,152651,196826,210322,145494,144032,155584,206014,173426,378853,68459,77801,172256,202359,242434,51125,77164,110122,91756,237779,83319,93064,64442,33764,75800,136154,37131,218845,131374,70948,187053,139916,203185,196047,55874,55316,63518,254505,225586,167103,190277,176785,191762,154379,216481,178509,210697,198782,175955,216070,201072,155421,223994,211665,220202,300150,290567,227327,201732,231511,212713,188469,218318,191638,294572,194382,238041,155408,200872,113338,165229,101886,139256,249979,163401,180216,133818,162635,164624
194,147495,140045,181576,193196,132784,131841,142746,188924,157500,350948,63254,71275,161321,187682,228034,47031,69984,99616,84577,218842,74951,85534,57772,31034,68665,122688,34040,198983,119796,65532,170645,126795,185569,177887,50911,49852,57017,233587,206663,151990,175125,160763,175725,140537,198653,161385,194227,181392,160912,198677,182955,141083,203828,193306,205477,277894,268114,209102,184343,213574,194913,171680,200843,175993,272820,178228,219412,141706,184937,103690,150861,93111,127543,227637,149472,166885,122889,148615,150959
195,136052,130094,168540,180020,122764,122320,132422,176734,147039,327295,58345,67189,152511,174953,216811,43610,64552,91454,78123,205346,69188,80026,53991,28946,63913,112503,31320,185141,111755,60887,157859,117388,171316,165918,46200,45969,52614,216930,190882,140591,161052,147626,163019,130454,184392,149176,181560,169398,148747,182639,169197,129948,189043,178264,193568,258403,249879,195908,173315,199142,181759,159489,186950,163408,254300,165001,203460,130707,171508,95752,140242,86280,117021,212174,137180,155387,113393,137999,140331
196,126672,121539,158262,169195,114299,113663,123605,165008,136951,308521,54683,63172,144475,163608,205903,41232,60726,85461,73246,193435,64632,74447,50795,27095,59461,105070,29499,171636,105015,57642,145975,109209,160418,154542,43116,42517,48633,203286,178526,131174,151113,137636,152444,122262,174493,139024,172088,157942,139269,171158,159402,120860,174840,168082,184766,244138,234996,184005,163348,187203,171076,149393,176931,151942,240612,153354,191903,122100,161071,89989,131610,80752,109147,199405,127482,147074,106030,128971,130960
197,120479,115820,150213,160811,107827,106068,115652,156867,128997,292507,52056,60194,135179,152429,190524,39090,56885,80910,69357,184403,60978,71320,47783,25146,56238,99413,27819,162931,98758,55153,138800,101907,151313,145106,39899,40188,45360,193377,168800,122706,142990,129474,145042,116490,165031,131478,163655,149680,132275,161962,150794,113626,165662,156895,176641,231128,222602,175334,155336,179340,161638,141379,167021,143641,228470,144873,183011,112992,151796,84459,124776,76823,102899,188270,120216,140264,100771,121720,124345
198,114643,110366,144517,153737,101990,100054,108135,149059,121394,278640,49555,57936,126900,142063,179623,37444,53717,76107,66002,175361,57663,67929,45394,23659,53661,93879,26571,153017,94141,51670,130416,96616,143292,136855,37931,37274,43096,184156,159303,115793,135179,121239,138370,110379,156422,124296,155495,142517,124561,152898,141092,106675,156190,149477,170397,219180,211125,166609,147083,170497,153732,134246,160026,136674,217325,137487,175396,106818,144608,80059,118255,71961,97170,178663,112291,133048,95145,115956,118306
199,108493,104727,137544,146655,95511,93047,100933,140462,114250,263791,47204,55388,119729,132977,169496,35590,50486,71356,62618,165485,53990,64218,42385,22095,50971,88869,24881,144958,87820,48895,123010,90338,134464,128915,35816,35447,40494,173429,150859,109673,126912,114141,130217,104584,148708,116953,146843,135238,117835,144100,133307,100367,146227,140208,161798,207072,200168,156829,138615,160854,145615,127682,152224,128820,205451,129079,165890,99924,135481,75541,112141,67793,91723,167540,104662,125684,89568,109687,112004
200,102364,98453,131038,138199,88842,86201,94448,131717,105712,248168,44042,51669,113402,124807,160528,33181,47505,65778,58992,154541,50099,60810,39456,20375,47858,83310,23324,135199,81697,46301,114046,84221,124895,120872,33104,32579,37437,163145,141102,101997,118479,106214,121571,97931,140452,109755,140194,125418,110329,133908,124944,92741,136154,131181,152991,193208,186492,147057,129645,149604,136431,118986,143103,120239,192743,120535,155915,93191,126737,71105,105223,64264,85293,157643,97271,116779,83602,103097,104824
201,95641,91911,121907,129425,82379,79302,86600,123270,98334,231512,39922,47392,106388,115310,149426,31065,43458,60493,54890,142374,46059,56260,36022,18809,44535,76855,21699,124692,75763,42796,105677,76985,116100,110673,30561,29996,34072,150985,130540,94628,109485,97676,114178,91261,130392,100991,131156,116828,102006,123336,114775,85420,125483,120977,143982,179017,174388,135540,118506,138202,126096,109821,133327,111550,178204,111099,146249,86122,117598,66699,97550,59054,79583,145388,89362,109537,77813,95284,97431
202,87842,84574,113017,119003,75096,72238,78915,112897,90061,214089,36650,43714,99423,106269,139932,28885,39838,54942,50369,129041,42013,51683,33464,17279,40675,70333,19828,113434,68828,39302,95804,70143,105176,101811,28032,27681,31298,138792,119974,85487,99738,89065,104432,83625,119791,91807,121164,107565,93516,112196,103665,77568,114408,109595,134299,164996,160322,123293,107426,126248,115703,100328,122654,101372,164240,101161,133982,77710,107609,60745,90400,54167,73327,133158,80985,99852,71610,87605,89658
203,81234,77590,103757,109385,69354,65449,71684,103026,81741,196654,33754,39782,92340,98128,129450,26320,36551,50240,46543,117432,38068,47555,30526,16087,37192,64027,18097,102730,63277,36179,87219,64868,95669,92165,25699,25377,28656,127932,109385,78518,91349,81053,95422,76085,109927,84131,111489,97660,85423,102751,95343,70567,103696,100238,124326,151831,147368,112327,98069,115119,104774,91507,112199,93473,150035,92371,122831,71520,97286,55997,82657,49781,66561,121619,73958,91682,65049,80307,81837
204,74574,71696,95519,101073,63047,60146,65736,94516,75032,181088,31014,36515,87048,90481,122360,24217,33450,45639,42711,107830,34724,43810,27683,14895,33468,58995,16642,94292,58016,33395,79595,59237,86686,84267,23624,23214,26555,116326,100640,72018,83923,74668,88188,70052,101403,76357,101757,89599,77695,93971,86431,64168,93686,90710,117583,140731,135372,102657,90180,105520,95702,83802,103423,85794,137909,84307,113385,64853,89068,51469,76705,45366,61414,110259,67569,84416,59318,73148,75044
205,68260,66024,88289,93387,58064,54721,60259,86187,67984,167935,28831,33540,81223,83118,114181,22683,31081,42137,39577,99109,31660,40478,25313,13914,31033,53684,15309,86204,53409,31014,73411,54080,79741,77904,21813,21486,24508,106556,92412,66487,77756,68323,80016,64586,93278,70767,94491,82171,71640,86198,78168,58349,85949,83422,109800,129586,125132,94796,83928,97360,88571,76686,95689,78097,128327,77418,104072,59481,82654,47388,70290,42398,56491,101895,61614,77925,55255,66928,69405
206,63274,61729,82733,87219,53812,51035,56672,81082,63728,156529,27091,31603,76482,76815,105624,21360,29430,39406,36722,92508,29640,37824,23731,13165,28808,49955,14311,80745,50134,28895,68331,50158,74591,72747,20172,19763,23014,98924,85678,61534,72447,63206,74963,60031,87192,65329,87889,76051,66319,79938,72829,53367,79527,77275,104628,121303,116774,88579,77622,90175,82494,71353,88652,72492,119273,71870,96973,55115,76598,44389,65476,39580,52265,95655,57212,73356,50654,62313,64341
207,59714,57592,77542,81645,50644,47744,52604,75470,59165,146971,25814,29606,71309,71471,98601,20537,27427,37195,34310,87249,27288,35886,22306,12661,27514,47303,13524,75700,47103,27306,63949,47055,69972,67971,18720,18631,21646,92687,80549,57631,68061,59187,70736,56735,81662,61174,82626,71500,62211,74652,67682,50141,73644,71754,99631,115355,109651,83185,72903,85137,76753,66724,82477,67195,112699,66908,91556,51484,71594,41294,61536,37082,49101,87849,53626,69033,48039,58575,60392
208,56975,55388,73503,77714,47366,44467,48869,71258,55147,139997,24220,28070,66647,66641,92384,19102,26358,35392,32489,82276,25595,33579,20913,11636,25623,44601,12806,71561,44825,26124,60339,44013,66078,64053,18077,17434,20570,88339,75462,53764,63598,55074,67111,53195,77124,57961,78257,67236,58496,70330,63303,46671,68786,66750,95640,108473,103259,78514,69225,79976,72475,62666,78881,63733,105955,63094,86827,48209,67359,38829,58299,35079,46450,82669,50048,65538,44790,54699,56433
209,53433,51877,70314,73319,44413,41781,45552,67249,52407,131806,22724,26756,62108,62351,85567,18184,24994,32739,30691,77745,24107,32038,19896,11310,24266,42185,12101,67347,42488,25004,55897,41234,62152,60401,16693,16480,19055,82816,71774,50911,59941,51906,63191,50710,72815,53626,73884,63248,55134,65883,59808,43635,63999,63022,91441,102666,97793,73858,65464,75565,68215,58811,74667,59945,100026,59159,82051,45066,63325,36689,54677,32706,43026,78613,46774,62483,42655,51600,53054
210,51065,49317,67190,69852,41388,38599,42807,63318,49124,124409,21564,25305,58395,57362,79807,17466,23301,31189,29342,73107,22395,29866,18255,10543,23223,39878,11399,63093,40049,23448,52757,38770,58405,56071,15708,15482,18206,78575,67548,47221,56535,48344,59338,47932,68829,50437,70029,59481,51665,61659,55570,41080,60291,58500,87445,96994,91706,69343,60929,70651,64155,55701,70451,56407,94700,55790,77961,42393,59395,34319,51635,30455,40383,73312,43914,59376,39848,48752,49696
211,47995,46545,63093,65552,38768,35995,39394,58602,45050,116624,19947,23787,54218,53242,74876,16353,21885,29218,27297,67962,20805,27773,17026,9816,21802,37415,10724,58535,37531,21785,49159,36217,54225,52223,14492,14162,16458,72912,62252,44165,51884,45255,55605,44366,63979,46923,65930,55211,48826,57893,51502,37475,56133,54640,83524,91115,86121,64841,56482,65485,59516,51691,65430,52311,88735,51794,72932,39357,55332,32069,48285,28835,37474,67977,40663,55791,37063,45121,46335
212,44338,42732,58207,60922,35573,33213,36290,54580,42133,108544,18287,21470,50228,49024,69574,15426,20444,26759,25341,62500,19498,26332,15682,9099,19963,34079,9978,53858,34444,20526,45121,32935,49649,47749,13185,12909,15482,67127,57881,40498,48441,41183,51194,41102,59637,43143,61039,50914,44131,52838,46903,34744,51095,49795,78295,84726,79924,59585,51590,60392,54614,47599,60595,48831,82355,47666,67757,36258,51225,29593,44646,26339,34534,62805,37721,52067,34100,41432,42790
213,40758,39106,53726,55983,33139,30243,33515,49747,37954,100596,16766,19646,46783,44639,64187,14161,18772,24378,23344,57335,17718,23955,14300,8515,18487,30959,9202,49080,31813,18759,41249,30212,45538,43449,12192,11886,13852,61083,52760,37016,44298,38102,46653,38027,54833,39373,56197,46576,40271,47889,43080,31173,46156,45640,73576,78245,73313,54607,47534,54793,50413,42900,55618,43894,75664,43562,62051,33221,46748,27409,40843,24305,31851,57296,33827,47431,31501,38141,39384
214,37564,35920,49607,50846,29563,27421,30706,45447,34447,91173,15253,18259,43017,41367,59083,12813,17382,22442,21276,51941,15931,21913,13131,7792,17009,27867,8522,44756,28914,17117,37794,27495,41350,39594,11114,10818,12794,55940,48400,33689,41036,34495,43492,34608,50335,35186,51490,42688,36630,43713,39176,28034,42009,41831,69747,71944,67226,49305,42942,49908,45785,39120,50509,40036,69362,39905,56527,30285,42802,24760,37674,22085,28904,52165,30932,43514,28719,34486,35632
215,34371,33768,45385,46957,27459,24997,28251,42159,31945,84427,14131,16830,40347,37855,54138,11934,16264,20761,19591,48188,14548,20356,12079,7437,15564,26263,7709,41433,27186,16023,34442,25340,37858,36494,10020,9975,11993,51096,44501,31002,37645,31502,39651,31888,45840,32580,47056,39150,33564,40187,35620,25815,38670,37723,65497,67658,62100,45404,39563,45804,41810,36043,46510,36704,64183,36569,52110,27552,39162,23194,35043,20388,27076,46966,28452,40295,26334,31782,32873
216,31544,30776,41588,43565,25299,23368,25759,38655,29193,78780,13105,15713,37022,34601,50297,11350,15030,19337,18055,44175,13557,18655,11069,7028,14339,24274,7330,38253,25254,14894,31740,22842,34803,33636,9444,9091,10729,47363,41262,28910,34382,28472,36490,29629,42716,29828,43540,35601,30746,36681,32713,23716,34960,34847,62053,62880,57433,41537,36502,42321,38377,33079,43007,33427,58782,33524,48691,25644,36183,21032,32197,18319,24203,43644,26108,37415,24387,29049,30026
217,29521,28412,38628,40424,23428,21663,23640,35671,26920,73027,12350,14667,34030,32289,46291,10602,14463,18031,16891,41563,12232,17632,10259,6727,13666,22765,6816,35343,23847,14248,29254,21442,32298,31017,8778,8218,10153,44035,37907,26254,32468,26610,33853,27227,39224,27394,40251,33566,28404,33984,29730,21687,32313,32025,59986,58346,53318,38866,33997,39064,36090,30871,39856,31457,55432,30605,45507,23862,33006,19542,30131,17289,22665,40230,24214,34935,22679,27022,28235
218,27909,26925,36785,37959,22114,19961,22346,33471,25151,68692,11738,13558,31434,29426,42619,10109,13812,17256,15734,39149,11802,16700,9442,6354,12545,20899,6427,33405,22586,13596,27687,19908,30371,28800,7869,7762,9451,41494,35641,24668,30050,24699,31960,25674,36844,25541,38016,30864,26569,31888,27991,20183,30052,29872,57365,55323,50028,36617,31701,36429,33503,28868,37464,29613,52556,29165,41967,21843,31227,18002,28132,16180,21173,37781,22543,33585,20826,25609,26251
219,26500,25515,34651,36059,20536,18888,21288,31485,23829,65256,11291,13150,29518,27681,39846,9750,13252,16560,14946,37273,10916,15725,9032,6000,11749,19967,6382,31630,21524,12980,25852,18866,28496,26952,7489,7316,8988,38439,33477,23153,28733,23304,30231,24371,34930,23922,35726,29258,25254,29558,25527,18989,28292,28362,54998,52739,47322,33805,30211,34478,31350,26950,35248,27941,49837,27374,39772,20941,29394,17084,26202,15129,19921,35561,21066,31849,19712,23664,24400
220,24893,24340,33491,34074,19478,17709,19318,29516,22079,61791,10670,12353,27296,25501,37137,9234,12652,15496,14180,34349,10269,14744,8523,5662,11144,19184,5813,29626,20373,12473,24263,17660,26408,25800,7025,7177,8500,36298,31485,21669,27233,21586,28048,23185,33125,22620,33815,27252,23018,27964,24339,17580,26293,26243,52933,50249,44866,32212,28051,31957,29552,24963,33017,25882,47691,25420,37851,19250,27296,15926,24923,14282,18911,33222,19783,31228,18538,22146,22976
221,24162,23292,31342,32370,18019,16369,18686,27930,20968,57921,10056,11760,25620,23655,34715,8776,12148,14672,13139,32657,9570,14037,7989,5308,10864,17826,5636,27794,19375,11595,22443,16480,24665,24051,6596,6567,8376,33870,29516,20484,25970,20430,26533,21632,31014,20915,31633,25511,21963,26013,22598,16311,23936,24228,50946,47244,41728,29867,25996,29656,27909,23684,31018,24368,45290,23898,35593,18361,26033,15273,23707,13440,17733,30823,18679,30072,17542,20816,21451
222,22366,21705,29606,30176,16848,15022,17089,26021,18965,53645,9444,10892,23531,21934,32045,8352,11300,13761,12487,30270,9128,12866,7461,4969,10034,16498,5489,25975,18005,10799,20781,15347,23119,22121,6200,5857,7742,31145,27546,18518,23900,18851,24587,20312,28431,19103,29518,23431,19978,23808,20990,15088,22471,22472,48725,44510,38827,27385,24153,27521,25399,21616,28870,22573,42893,22089,33062,17117,24006,14140,21634,12217,16197,28342,17189,27689,16104,19245,19719
223,20648,20268,27424,27924,15472,14168,15620,24050,17728,50101,8551,10029,21570,19950,29899,7800,10377,12803,11511,28035,8213,11963,6906,4763,9124,15333,5012,23467,16960,10369,18992,14012,20821,20080,5707,5196,7113,28869,25132,17016,22630,17071,22886,18334,26280,17586,26830,21698,18458,21853,19122,13879,20426,20648,46236,41816,36090,25184,22275,25655,23424,19929,26762,20813,39474,20347,30397,15681,22265,13077,20364,11494,14862,25854,15930,26087,15010,17847,18151
224,18873,18430,24931,25593,14442,12957,14570,21968,16402,46252,8107,9243,20232,18601,27480,7248,9979,12017,10525,25815,7677,10957,6243,4503,8621,14184,4681,21939,15729,9703,17666,13132,19255,18465,5181,3857,6928,26432,23034,15948,21450,15720,21087,16998,24296,16263,24993,20130,17010,20309,17363,12567,18967,18874,44523,39474,33261,23236,20693,23628,21521,18240,24858,19255,37041,18946,28314,14366,20110,11878,18733,10533,13575,23804,14536,24298,13742,16513,16654
225,17534,17137,23066,23340,13041,11667,12998,20362,14677,42511,7523,8465,18482,17008,25439,6883,9221,11212,9602,23702,6945,10208,5853,4142,8013,13366,4276,20384,14963,8784,15857,11841,17919,16625,4944,2871,6177,24085,21116,14488,20427,14338,19797,16003,22413,14810,23156,18333,15521,18420,15848,11409,17008,16985,41835,36481,30644,21213,18966,21342,20019,16557,22616,17776,34181,16717,25635,13093,18456,10882,16916,9705,12560,21473,13101,22228,12420,14876,15109
